date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2021-02-01,all,4576799,4569823,5005315
2021-02-02,all,4311363,4304786,4712941
2021-02-03,all,4275989,4269472,4674260
2021-02-04,all,4652907,4645870,5083054
2021-02-05,all,6231493,6222089,6816082
2021-02-06,all,4862226,4854857,5311878
2021-02-07,all,5131803,5124039,5605969
2021-02-08,all,4506746,4499919,4922685
2021-02-09,all,4317375,4310849,4715900
2021-02-10,all,6347934,6338373,6941417
2021-02-11,all,6010706,6001621,6573136
2021-02-12,all,4335214,4328626,4741876
2021-02-13,all,4382366,4375709,4793607
2021-02-14,all,4682053,4674951,5119943
2021-02-15,all,6746868,6736698,7370137
2021-02-16,all,5188150,5180246,5671537
2021-02-17,all,5163897,5156043,5644416
2021-02-18,all,6007713,5998642,6564510
2021-02-19,all,4525471,4518586,4943768
2021-02-20,all,7104632,7093911,7771330
2021-02-21,all,5211887,5203976,5690527
2021-02-22,all,4640409,4633320,5068903
2021-02-23,all,4002193,3996079,4366388
2021-02-24,all,4033671,4027514,4402006
2021-02-25,all,5773830,5765092,6304301
2021-02-26,all,3929675,3923671,4288776
2021-02-27,all,4127451,4121142,4506110
2021-02-28,all,4279614,4273105,4672345
2021-02-01,100181,43,43,46
2021-02-01,100487,82534,82414,100626
2021-02-01,100992,2672,2668,3070
2021-02-01,101020,27957,27916,30863
2021-02-01,101384,7842,7831,9011
2021-02-01,101535,28824,28783,35151
2021-02-01,101954,455,454,554
2021-02-01,110365,1691,1688,1821
2021-02-01,110409,191,191,233
2021-02-01,110435,102456,102308,110327
2021-02-01,110632,5050,5043,6159
2021-02-01,200181,1817,1815,2087
2021-02-01,201184,49595,49521,53405
2021-02-01,201351,45100,45035,48565
2021-02-01,201486,3241,3236,3578
2021-02-01,201632,10979,10964,11822
2021-02-01,201925,146,146,158
2021-02-01,204586,12,12,13
2021-02-01,205272,1741,1739,1999
2021-02-01,205582,165506,165267,201832
2021-02-01,205611,130202,130013,140205
2021-02-01,205761,14288,14268,16411
2021-02-01,206361,49962,49890,53801
2021-02-01,206363,156806,156574,168853
2021-02-01,206440,140923,140721,151749
2021-02-01,206471,168495,168253,181441
2021-02-01,207288,47158,47089,50782
2021-02-01,207774,5456,5448,5875
2021-02-01,207802,861,860,950
2021-02-01,208532,1791,1789,2182
2021-02-01,210022,796,795,857
2021-02-01,210413,10605,10590,12175
2021-02-01,212377,329,329,365
2021-02-01,214099,1700,1698,1972
2021-02-01,214104,239,239,291
2021-02-01,214781,46624,46547,50206
2021-02-01,215430,37,37,40
2021-02-01,215913,12288,12270,14985
2021-02-01,216158,83654,83533,90082
2021-02-01,216173,23643,23610,25459
2021-02-01,216424,17377,17353,18711
2021-02-01,301577,9100,9088,9799
2021-02-01,304080,5765,5757,6208
2021-02-01,304763,98,98,105
2021-02-01,401131,9344,9330,10315
2021-02-01,401534,13234,13176,14250
2021-02-01,402018,625,624,673
2021-02-01,402279,77416,77281,83363
2021-02-01,407120,9590,9576,11020
2021-02-01,408789,12492,12456,13452
2021-02-01,501098,414,413,463
2021-02-01,502221,14296,14276,17429
2021-02-01,502280,28795,28754,31008
2021-02-01,502835,123928,123749,133451
2021-02-01,506012,79,79,91
2021-02-01,506536,3691,3686,3974
2021-02-01,506539,60257,60170,64886
2021-02-01,507515,0,0,0
2021-02-01,507843,152694,152473,164425
2021-02-01,508456,23715,23681,25536
2021-02-01,508599,1327,1326,1430
2021-02-01,509417,18701,18675,22806
2021-02-01,509434,124677,124495,143254
2021-02-01,510003,16939,16915,18241
2021-02-01,511293,7765,7754,9470
2021-02-01,551180,73218,72930,78842
2021-02-01,551228,6863,6851,7390
2021-02-01,551732,5553,5547,6380
2021-02-01,551736,7929,7919,8751
2021-02-01,555003,145,145,156
2021-02-01,555421,186988,186717,201355
2021-02-01,558846,93798,93661,101005
2021-02-01,558873,276046,275589,297254
2021-02-01,560271,117820,117650,126874
2021-02-01,563339,213964,213654,230402
2021-02-01,563342,146593,146380,157856
2021-02-01,563689,17823,17798,19192
2021-02-01,564286,22220,22188,23927
2021-02-01,564647,4390,4384,5354
2021-02-01,564895,45561,45495,52352
2021-02-01,565724,67732,67634,72935
2021-02-01,566061,3259,3255,3509
2021-02-01,566403,307248,306802,339175
2021-02-01,566647,27870,27830,30011
2021-02-01,567251,0,0,0
