date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2020-03-01,all,4520673,4513842,4944004
2020-03-02,all,4366161,4359519,4772553
2020-03-03,all,4357995,4351370,4762810
2020-03-04,all,5764364,5755600,6322329
2020-03-05,all,6669715,6659612,7309342
2020-03-06,all,8226339,8213862,8992210
2020-03-07,all,8919195,8905612,9753989
2020-03-08,all,9496288,9481729,10386905
2020-03-09,all,9445160,9430728,10307958
2020-03-10,all,9617124,9602448,10496331
2020-03-11,all,11135358,11118286,12138524
2020-03-12,all,8111128,8098752,8823048
2020-03-13,all,6523932,6513943,7108149
2020-03-14,all,6621384,6611268,7219629
2020-03-15,all,8131247,8118815,8895877
2020-03-16,all,5954413,5945322,6494268
2020-03-17,all,5817263,5808344,6344350
2020-03-18,all,5634499,5625862,6165398
2020-03-19,all,4630284,4623219,5062310
2020-03-20,all,5896296,5887276,6466762
2020-03-21,all,5571518,5562967,6093702
2020-03-22,all,6125163,6115740,6696416
2020-03-23,all,5798427,5789529,6329856
2020-03-24,all,5830344,5821422,6362907
2020-03-25,all,6965787,6955129,7619624
2020-03-26,all,7496067,7484694,8186932
2020-03-27,all,5978061,5968981,6516574
2020-03-28,all,6426570,6416817,7005265
2020-03-29,all,6720809,6710600,7328321
2020-03-30,all,7814214,7802347,8534540
2020-03-31,all,6269275,6259762,6832348
2020-03-01,100181,1,1,1
2020-03-01,100487,77931,77818,95016
2020-03-01,100992,400,399,460
2020-03-01,101020,19382,19354,21397
2020-03-01,101535,5147,5140,6276
2020-03-01,110365,528,528,568
2020-03-01,110409,116,116,141
2020-03-01,110435,14820,14799,15959
2020-03-01,110632,383,382,467
2020-03-01,200181,722,721,830
2020-03-01,201184,34319,34267,36955
2020-03-01,201351,43525,43463,46868
2020-03-01,201632,3854,3849,4150
2020-03-01,201925,87,87,94
2020-03-01,204586,2,2,2
2020-03-01,205582,244856,244502,298599
2020-03-01,205611,25404,25367,27355
2020-03-01,205761,7690,7679,8832
2020-03-01,206361,31889,31842,34338
2020-03-01,206363,63103,63009,67952
2020-03-01,206440,53288,53211,57382
2020-03-01,206471,66387,66290,71489
2020-03-01,207288,41539,41482,44732
2020-03-01,207774,2472,2468,2662
2020-03-01,207802,3742,3737,4131
2020-03-01,208532,29,29,35
2020-03-01,210413,1479,1477,1698
2020-03-01,212377,49,49,54
2020-03-01,214099,436,436,504
2020-03-01,214104,3,3,4
2020-03-01,214781,35146,35088,37846
2020-03-01,215430,0,0,0
2020-03-01,215913,4303,4297,5248
2020-03-01,216158,77813,77701,83792
2020-03-01,216173,16959,16936,18261
2020-03-01,216424,9688,9674,10433
2020-03-01,301577,57608,57525,62033
2020-03-01,304080,5308,5301,5716
2020-03-01,304763,109,109,117
2020-03-01,401131,5100,5094,5628
2020-03-01,401534,12270,12218,13212
2020-03-01,402279,29199,29149,31442
2020-03-01,407120,3639,3634,4182
2020-03-01,408789,23024,22957,24792
2020-03-01,501098,558,557,624
2020-03-01,502221,42661,42600,52009
2020-03-01,502280,19989,19961,21524
2020-03-01,502835,36229,36175,39012
2020-03-01,506012,398,397,457
2020-03-01,506536,1869,1867,2012
2020-03-01,506539,1645512,1643125,1771936
2020-03-01,507843,84624,84501,91127
2020-03-01,508456,5623,5615,6056
2020-03-01,508599,910,910,980
2020-03-01,509417,10117,10103,12338
2020-03-01,509434,107051,106896,123002
2020-03-01,510003,9260,9247,9971
2020-03-01,511293,751,750,916
2020-03-01,551180,49175,48983,52954
2020-03-01,551228,5560,5549,5986
2020-03-01,551732,5567,5560,6395
2020-03-01,551736,11619,11603,12826
2020-03-01,558846,35593,35542,38328
2020-03-01,558873,107577,107400,115841
2020-03-01,560271,69367,69266,74695
2020-03-01,563339,238466,238119,256788
2020-03-01,563342,120353,120178,129599
2020-03-01,563689,12980,12961,13978
2020-03-01,564647,228,228,278
2020-03-01,564895,102701,102552,118009
2020-03-01,565724,36278,36225,39065
2020-03-01,566061,6718,6708,7234
2020-03-01,566403,14151,14130,15621
2020-03-01,566647,4214,4208,4538
2020-03-01,567434,149,149,182
