date,genre,predicted_sales,predicted_sales_low,predicted_sales_high
2025-09-01,all,37240945,37058381,41016014
2025-09-02,all,28954498,28812764,31871125
2025-09-03,all,26287980,26154184,28903452
2025-09-04,all,36399766,36216975,39909761
2025-09-05,all,41743087,41545020,45800532
2025-09-06,all,55953400,55682365,61646764
2025-09-07,all,57310406,57037862,63096658
2025-09-08,all,55707150,55439366,61336778
2025-09-09,all,56117625,55848066,61761083
2025-09-10,all,56153781,55882565,61825655
2025-09-11,all,64988750,64668561,71728346
2025-09-12,all,39716638,39507787,43939748
2025-09-13,all,36692704,36519131,40553560
2025-09-14,all,37694834,37517554,41687115
2025-09-15,all,46183165,45964815,51013085
2025-09-16,all,34087511,33928404,37696466
2025-09-17,all,34492814,34332267,38182233
2025-09-18,all,36114668,35954591,39867881
2025-09-19,all,31897573,31757550,35177634
2025-09-20,all,41973645,41788370,46283054
2025-09-21,all,38083931,37923726,42064288
2025-09-22,all,36992403,36840279,40904358
2025-09-23,all,32181341,32048602,35463195
2025-09-24,all,35718063,35581938,39386076
2025-09-25,all,41556021,41364802,45854423
2025-09-26,all,29798320,29655046,32969086
2025-09-27,all,30170003,30033775,33371026
2025-09-28,all,31197311,31057223,34509949
2025-09-29,all,29168874,29038571,32252841
2025-09-30,all,39255183,39076609,43374233
2025-09-01,100181,16547,16522,17817
2025-09-01,100487,112389,112229,137026
2025-09-01,100992,888287,886999,1020689
2025-09-01,101020,326270,325797,360173
2025-09-01,101384,178,178,205
2025-09-01,101535,85438,85316,104194
2025-09-01,101954,5909,5901,7205
2025-09-01,110365,95908,95771,103277
2025-09-01,110409,12227,12210,14912
2025-09-01,110435,22569,22537,24304
2025-09-01,110632,903946,902634,1102373
2025-09-01,200181,95850,95710,110101
2025-09-01,201184,351898,351370,378933
2025-09-01,201351,449419,448769,483948
2025-09-01,201486,529298,528531,584299
2025-09-01,201632,234868,234530,252917
2025-09-01,201925,379156,377653,408286
2025-09-01,202502,10433,10419,11235
