rows,actual_sales,predicted_sales,wape,median_ape,within_25pct,validation_start,validation_end,genre_count,tuned_genre_count,target
377068.0,31187567.0,30907761.78,0.32868591375602924,0.3436676140246028,0.3816644075830646,2025-06-01,2025-12-02,100,100,page_views
