rows,actual_sales,predicted_sales,wape,median_ape,within_25pct,validation_start,validation_end,genre_count,tuned_genre_count,target
377068.0,6958071279.0,6712883823.734407,0.6580963365232841,0.5976683847855816,0.2038500506585613,2025-06-01,2025-12-02,100,100,sales
