rows,actual_sales,predicted_sales,wape,median_ape,within_25pct,baseline_wape,trained_factor_wape,model,validation_method,hidden_holdout_rate,hidden_holdout_seed,train_rows,hidden_rows,validation_start,validation_end,genre_count,tuned_genre_count,target
148427.0,385387.0,327756.40744358086,0.5705645162955645,0.5910407460323661,0.20556136941246822,0.5941011537714883,0.5705645162955645,trained_factor_correction,random_hidden_5pct,0.05,20260615,2820950,148427,2018-10-01,2026-05-31,100,99,units
