genre,rank,estimated_sales
212377,14,66825.0
212377,15,59400.0
212377,16,50000.0
212377,17,44550.0
212377,18,44550.0
212377,19,44550.0
212377,20,44550.0
214099,1,98000.0
214099,2,49350.0
214099,3,44512.0
214099,4,44512.0
214099,5,35680.0
214099,6,35680.0
214099,7,35680.0
214099,8,35680.0
214099,9,35680.0
214099,10,35680.0
214099,11,28000.0
214099,12,27000.0
214099,13,27000.0
214099,14,27000.0
214099,15,23100.0
214099,16,23100.0
214099,17,23100.0
214099,18,23100.0
214099,19,17920.0
214099,20,17920.0
214104,1,205005.0
214104,2,205005.0
214104,3,205005.0
214104,4,95680.0
214104,5,36798.0
214104,6,30800.0
214104,7,30800.0
214104,8,30800.0
214104,9,30800.0
214104,10,30800.0
214104,11,30800.0
214104,12,30800.0
214104,13,30800.0
214104,14,30800.0
214104,15,15332.0
214104,16,14995.0
214104,17,14995.0
214104,18,14478.0
214104,19,14478.0
214104,20,13278.0
214781,1,103976.0
214781,2,103976.0
214781,3,58349.0
214781,4,58349.0
214781,5,58349.0
214781,6,58349.0
214781,7,44892.5
214781,8,44870.0
214781,9,44870.0
214781,10,44870.0
214781,11,44870.0
214781,12,44870.0
214781,13,44870.0
214781,14,44870.0
214781,15,44440.0
214781,16,41920.0
214781,17,41920.0
214781,18,35908.0
214781,19,35908.0
214781,20,35908.0
215430,1,286727.5
215430,2,163600.0
215430,3,134961.0
215430,4,132671.0
215430,5,105664.5
215430,6,105664.5
215430,7,105664.5
215430,8,101301.0
215430,9,99870.5
215430,10,99870.5
215430,11,99870.5
215430,12,99870.5
215430,13,99870.5
215430,14,83300.0
215430,15,83300.0
215430,16,81990.0
215430,17,81990.0
215430,18,81990.0
215430,19,81990.0
215430,20,81990.0
215913,1,106495.0
215913,2,74097.0
215913,3,63897.0
215913,4,63897.0
215913,5,53097.0
215913,6,49947.5
215913,7,49947.5
215913,8,47598.0
215913,9,47598.0
215913,10,43198.0
215913,11,43198.0
215913,12,37998.0
215913,13,37998.0
215913,14,37398.0
215913,15,37398.0
215913,16,36448.5
215913,17,36448.5
215913,18,28299.5
215913,19,27879.5
215913,20,27879.5
216158,1,61200.0
216158,2,43350.0
216158,3,38250.0
216158,4,37620.0
216158,5,37620.0
216158,6,37620.0
216158,7,32724.0
216158,8,32724.0
216158,9,32724.0
216158,10,28050.0
216158,11,28050.0
216158,12,27960.0
216158,13,27960.0
216158,14,27960.0
216158,15,22472.5
216158,16,22472.5
216158,17,22472.5
216158,18,17850.0
216158,19,17850.0
216158,20,12748.5
216173,1,95369.0
216173,2,72784.0
216173,3,61083.0
216173,4,46920.0
216173,5,46920.0
216173,6,41280.0
216173,7,34270.0
216173,8,34270.0
216173,9,28980.0
216173,10,28678.0
216173,11,27570.0
216173,12,27570.0
216173,13,25995.0
216173,14,22420.0
216173,15,22420.0
216173,16,19960.0
216173,17,18576.0
216173,18,18228.0
216173,19,16580.0
216173,20,16540.0
216424,1,494000.0
