date,shop,genre,sales,units,orders,page_views,visitors,carts,reviews_posted,avg_rating,review_count
2022-02-01,525,201351,0,0,0,2,2,0,0,,0
2022-02-01,525,506536,0,0,0,5,4,0,0,4.19,16
2022-02-01,525,563339,341893,75,70,1049,993,223964,0,4.34,208
2022-02-01,525,563342,231582,53,51,727,618,136246,0,4.39,2077
2022-02-01,525,567662,484210,62,62,360,337,139045,0,4.42,729
2022-02-01,525,567664,486744,63,63,606,546,69200,1,4.61,2923
2022-02-01,1918,101535,70221,15,15,423,391,28077,4,4.72,998
2022-02-01,1918,207774,14816,5,5,79,70,7816,0,4.65,300
2022-02-01,3032,205761,0,0,0,3,3,0,0,4.64,28
2022-02-01,3353,206440,0,0,0,37,36,0,0,4.48,21
2022-02-01,3353,558873,0,0,0,1,1,0,0,,0
2022-02-01,3790,551732,0,0,0,6,6,0,0,4.0,1
2022-02-01,3790,551736,0,0,0,6,6,0,0,5.0,3
2022-02-01,3915,201184,0,0,0,1,1,0,0,2.5,2
2022-02-01,3915,506536,0,0,0,1,1,0,0,4.5,2
2022-02-01,3915,567645,1200,1,1,31,31,1200,0,4.35,570
2022-02-01,5313,402279,0,0,0,6,6,0,0,,0
2022-02-01,5313,567645,712,1,1,21,20,712,0,4.75,32
2022-02-01,5567,510003,5029,1,1,6,5,5029,0,5.0,1
2022-02-01,6817,507843,0,0,0,9,9,0,0,4.53,66
2022-02-01,6817,508456,0,0,0,4,4,0,0,4.43,7
2022-02-01,6817,509417,14406,3,3,75,68,14406,0,4.54,152
2022-02-01,6817,510003,4350,1,1,12,11,4350,0,4.59,41
2022-02-01,6817,567538,0,0,0,4,4,0,0,,0
2022-02-01,6817,567645,0,0,0,7,6,0,0,4.75,28
2022-02-01,7160,206440,0,0,0,12,11,0,0,,0
2022-02-01,7160,206471,0,0,0,2,2,0,0,4.0,4
2022-02-01,7160,401131,0,0,0,20,20,0,0,,0
2022-02-01,7160,401534,2300,1,1,122,117,2300,0,4.53,17
2022-02-01,7160,408789,0,0,0,1,1,0,0,,0
2022-02-01,7160,551180,0,0,0,24,23,0,0,5.0,2
2022-02-01,7160,551732,0,0,0,3,3,0,0,4.0,1
2022-02-01,7160,558846,1780,1,1,70,70,1780,0,3.71,7
2022-02-01,7160,558873,0,0,0,34,34,0,0,2.0,2
2022-02-01,7174,201632,0,0,0,5,5,0,0,,0
2022-02-01,7174,205611,0,0,0,1,1,0,0,5.0,1
2022-02-01,7174,205761,3618,1,1,48,44,3618,0,4.53,709
2022-02-01,7174,401534,0,0,0,2,2,0,0,4.0,1
2022-02-01,7174,402279,0,0,0,37,37,0,0,4.0,1
2022-02-01,7174,506539,0,0,0,84,82,0,0,4.78,67
2022-02-01,7174,551732,0,0,0,1,1,0,0,5.0,1
2022-02-01,7174,551736,0,0,0,2,2,0,0,4.67,6
2022-02-01,7174,560271,0,0,0,1,1,0,0,,0
2022-02-01,7704,560271,0,0,0,3,3,0,0,,0
2022-02-01,8460,201632,0,0,0,11,11,0,0,4.88,8
2022-02-01,8460,216424,0,0,0,3,3,0,1,4.77,515
2022-02-01,9159,110365,0,0,0,26,26,0,0,4.72,990
2022-02-01,9159,207288,0,0,0,2,2,0,0,4.88,8
2022-02-01,9159,551732,0,0,0,1,1,0,0,4.7,10
2022-02-01,9159,551736,3600,1,1,37,35,3600,1,4.85,129
2022-02-01,9435,206361,0,0,0,2,2,0,0,,0
2022-02-01,9435,206440,0,0,0,22,20,0,0,,0
2022-02-01,9435,207288,0,0,0,7,7,0,0,4.67,3
2022-02-01,9435,216173,0,0,0,6,6,0,0,4.0,1
2022-02-01,9435,408789,0,0,0,1,1,0,0,,0
2022-02-01,9435,502280,0,0,0,22,20,0,0,,0
2022-02-01,9435,551180,3000,1,1,154,147,3000,0,4.0,14
2022-02-01,9435,551228,0,0,0,1,1,0,0,,0
2022-02-01,9435,551736,2000,1,1,1,1,2000,0,,0
2022-02-01,9435,558846,37580,5,5,305,287,29495,0,4.64,22
2022-02-01,9435,558873,54510,5,5,304,280,31030,0,4.78,28
2022-02-01,9435,560271,0,0,0,1,1,0,0,,0
2022-02-01,10403,551228,0,0,0,14,14,0,0,4.75,4
2022-02-01,12234,101020,9000,2,2,17,17,4500,0,4.47,126
2022-02-01,12234,214781,10400,3,3,49,48,7250,0,4.47,479
2022-02-01,12234,216424,0,0,0,2,2,0,0,,0
2022-02-01,12234,567645,29300,4,4,73,71,29300,1,4.61,93
2022-02-01,12356,110435,78080,10,10,220,205,38200,0,4.36,1928
2022-02-01,12805,200181,0,0,0,10,10,0,0,5.0,2
2022-02-01,12805,205582,0,0,0,3,3,0,0,2.0,1
2022-02-01,12805,206440,0,0,0,21,16,0,0,4.18,11
2022-02-01,13261,206440,0,0,0,6,6,0,0,,0
2022-02-01,13261,207288,0,0,0,12,12,0,0,5.0,1
2022-02-01,13261,216158,0,0,0,2,2,0,0,,0
2022-02-01,13261,216424,0,0,0,5,5,0,0,,0
