date,shop,genre,sales,units,orders,page_views,visitors,carts,reviews_posted,avg_rating,review_count
2020-03-01,147,206361,88220,3,3,89,86,87560,0,4.08,485
2020-03-01,147,206363,117600,15,15,572,536,23975,0,4.33,356
2020-03-01,147,206440,0,0,0,4,4,0,0,4.0,1
2020-03-01,147,206471,0,0,0,2,2,0,0,,0
2020-03-01,147,301577,0,0,0,1,1,0,0,,0
2020-03-01,147,304080,0,0,0,6,6,0,0,,0
2020-03-01,147,502221,0,0,0,4,4,0,0,,0
2020-03-01,147,558846,0,0,0,22,22,0,0,4.2,5
2020-03-01,147,558873,0,0,0,3,3,0,0,,0
2020-03-01,525,506536,0,0,0,6,6,0,0,4.4,15
2020-03-01,525,563339,319838,91,91,1354,1266,209586,0,4.2,368
2020-03-01,525,563342,95360,24,24,463,437,44863,0,4.39,2108
2020-03-01,525,567662,368380,51,51,361,333,54240,1,4.44,528
2020-03-01,525,567664,532000,69,69,468,432,57122,0,4.61,2314
2020-03-01,1050,201632,0,0,0,2,2,0,0,5.0,1
2020-03-01,1050,214099,0,0,0,9,8,0,0,4.34,70
2020-03-01,1050,402279,0,0,0,13,13,0,0,3.9,82
2020-03-01,1050,506539,2468308,1093,1093,9433,8621,154016,11,4.68,79965
2020-03-01,1918,101535,56552,11,11,186,181,27076,3,4.66,1729
2020-03-01,1918,207774,12892,3,3,81,80,8752,0,4.53,148
2020-03-01,2625,201925,0,0,0,4,4,0,0,,0
2020-03-01,2625,216173,0,0,0,1,1,0,0,,0
2020-03-01,2625,408789,0,0,0,1,1,0,0,,0
2020-03-01,2625,560271,0,0,0,1,1,0,0,,0
2020-03-01,3032,205761,7600,3,3,13,12,4400,0,4.61,41
2020-03-01,3255,402279,0,0,0,24,23,0,0,,0
2020-03-01,3255,408789,0,0,0,1,1,0,0,,0
2020-03-01,3759,565724,36033,8,0,0,0,0,0,,0
2020-03-01,3915,506536,0,0,0,1,1,0,0,4.5,2
2020-03-01,3915,566061,0,0,0,1,1,0,0,5.0,1
2020-03-01,3915,567645,1960,2,2,18,16,1960,0,4.39,587
2020-03-01,4493,100487,0,0,0,1,1,0,0,,0
2020-03-01,4493,207288,0,0,0,133,126,0,0,3.72,248
2020-03-01,4493,216173,680,1,1,8,8,680,0,4.07,58
2020-03-01,4493,408789,0,0,0,68,66,0,0,4.43,35
2020-03-01,4493,502280,0,0,0,6,6,0,0,4.0,1
2020-03-01,5567,205761,0,0,0,3,3,0,0,4.5,16
2020-03-01,5567,510003,4170,1,0,9,9,0,0,4.8,5
2020-03-01,5598,201184,0,0,0,2,2,0,0,4.0,1
2020-03-01,5829,206361,0,0,0,2,2,0,0,,0
2020-03-01,5829,206363,0,0,0,6,5,0,0,,0
2020-03-01,5829,207288,0,0,0,1,1,0,0,,0
2020-03-01,5829,304080,0,0,0,10,10,0,0,,0
2020-03-01,5829,408789,0,0,0,2,2,0,0,,0
2020-03-01,5829,551180,0,0,0,17,17,0,0,,0
2020-03-01,5829,558846,0,0,0,74,67,0,0,,0
2020-03-01,5829,558873,0,0,0,258,238,0,0,4.88,8
2020-03-01,5829,560271,0,0,0,9,9,0,0,,0
2020-03-01,6247,407120,0,0,0,3,3,0,0,5.0,3
2020-03-01,6247,551228,0,0,0,7,7,0,0,5.0,1
2020-03-01,6817,507843,0,0,0,4,3,0,0,4.5,72
2020-03-01,6817,508456,0,0,0,9,9,0,0,4.17,6
2020-03-01,6817,509417,5100,1,1,28,26,5100,0,4.58,130
2020-03-01,6817,510003,16200,1,1,66,63,16200,0,4.63,46
2020-03-01,6817,567645,7600,2,2,2,1,3800,0,4.72,25
2020-03-01,7606,206440,0,0,0,1,1,0,0,,0
2020-03-01,7986,201632,0,0,0,2,2,0,0,,0
2020-03-01,7986,401534,0,0,0,4,4,0,0,,0
2020-03-01,8460,201632,0,0,0,9,9,0,0,5.0,7
2020-03-01,8460,216424,0,0,0,6,5,0,0,4.77,536
2020-03-01,9159,110365,3500,1,1,30,26,3500,0,4.73,946
2020-03-01,9159,201632,0,0,0,2,2,0,0,4.24,17
2020-03-01,9159,551732,0,0,0,4,4,0,0,4.7,23
2020-03-01,9159,551736,14400,4,4,45,42,3600,0,4.81,123
2020-03-01,9435,205611,0,0,0,2,2,0,0,,0
2020-03-01,9435,206440,0,0,0,20,20,0,0,1.0,1
2020-03-01,9435,206471,0,0,0,1,1,0,0,,0
2020-03-01,9435,207288,0,0,0,2,2,0,0,,0
2020-03-01,9435,216158,0,0,0,1,1,0,0,,0
2020-03-01,9435,301577,0,0,0,3,3,0,0,,0
2020-03-01,9435,502280,0,0,0,16,14,0,0,,0
2020-03-01,9435,551180,0,0,0,324,311,0,0,4.71,7
2020-03-01,9435,551228,0,0,0,1,1,0,0,,0
2020-03-01,9435,558846,0,0,0,419,385,0,0,5.0,4
2020-03-01,9435,558873,0,0,0,256,242,0,0,4.75,8
2020-03-01,9680,508599,0,0,0,9,9,0,0,5.0,1
2020-03-01,9888,100487,0,0,0,55,51,0,0,4.49,126
2020-03-01,10486,551228,0,0,0,63,62,0,0,4.25,12
2020-03-01,11018,206440,20300,7,7,231,220,11600,0,4.3,1638
2020-03-01,11018,206471,0,0,0,23,20,0,0,5.0,1
2020-03-01,11018,216158,0,0,0,1,1,0,0,,0
2020-03-01,11246,502221,0,0,0,0,8,0,0,3.5,2
2020-03-01,11246,558846,0,0,0,0,2,0,0,1.0,1
2020-03-01,11246,558873,0,0,0,0,3,0,0,,0
2020-03-01,11246,560271,0,0,0,0,17,0,0,4.08,26
2020-03-01,11503,206440,40762,18,18,2368,2256,32034,0,4.09,4776
2020-03-01,11503,206471,35737,15,15,2165,2077,12516,0,4.0,667
2020-03-01,12356,110435,33080,5,5,141,134,33080,0,4.31,1610
2020-03-01,12805,100487,0,0,0,1,1,0,0,,0
2020-03-01,12805,205582,0,0,0,2,2,0,0,,0
2020-03-01,12805,206440,0,0,0,31,26,0,0,4.75,4
2020-03-01,12805,408789,0,0,0,1,1,0,0,3.0,1
2020-03-01,12805,560271,0,0,0,1,1,0,0,5.0,1
2020-03-01,12819,502221,21890,2,2,103,97,21890,0,4.36,136
2020-03-01,13261,207288,0,0,0,4,4,0,0,,0
2020-03-01,13261,558873,0,0,0,63,58,0,0,4.5,2
2020-03-01,14293,201184,0,0,0,17,17,0,0,4.8,5
2020-03-01,14293,205611,0,0,0,2,2,0,0,,0
2020-03-01,14293,205761,0,0,0,45,45,0,0,5.0,1
2020-03-01,14293,402279,0,0,0,1,1,0,0,,0
2020-03-01,14293,501098,0,0,0,86,84,0,0,,0
2020-03-01,14293,506536,0,0,0,3,3,0,0,,0
2020-03-01,14293,506539,0,0,0,11,10,0,0,,0
2020-03-01,14293,551732,0,0,0,4,4,0,0,,0
2020-03-01,14293,551736,0,0,0,274,273,0,0,4.7,49
2020-03-01,14564,206440,0,0,0,5,5,0,0,,0
2020-03-01,14564,206471,0,0,0,1,1,0,0,,0
2020-03-01,14564,207288,0,0,0,1,1,0,0,,0
2020-03-01,14564,301577,0,0,0,2,2,0,0,,0
2020-03-01,14564,551180,0,0,0,13,12,0,0,5.0,2
2020-03-01,14564,551732,0,0,0,1,1,0,0,,0
2020-03-01,14564,558846,0,0,0,76,70,0,0,3.0,2
2020-03-01,14564,558873,0,0,0,33,30,0,0,,0
2020-03-01,14586,567645,0,0,0,9,8,0,0,4.0,1
2020-03-01,15230,216424,0,0,0,1,1,0,0,4.0,1
2020-03-01,15230,567623,0,0,0,4,3,0,0,5.0,1
2020-03-01,15538,100487,0,0,0,6,6,0,0,4.55,38
2020-03-01,15538,207288,13799,1,1,169,162,13799,0,4.5,10
2020-03-01,15538,408789,0,0,0,8,8,0,0,,0
2020-03-01,15538,502221,0,0,0,19,19,0,0,,0
2020-03-01,15538,502280,0,0,0,13,13,0,0,,0
2020-03-01,15538,560271,0,0,0,67,66,0,0,,0
2020-03-01,15538,564895,0,0,0,32,31,0,0,2.38,8
2020-03-01,15724,207288,0,0,0,2,2,0,0,5.0,1
2020-03-01,15724,216173,0,0,0,1,1,0,0,,0
2020-03-01,16075,508599,0,0,0,2,2,0,0,4.54,35
2020-03-01,16833,507843,9900,1,1,32,30,9900,0,4.14,90
2020-03-01,16833,510003,0,0,0,8,8,0,0,4.18,48
2020-03-01,16833,567538,15840,2,2,19,17,7920,0,4.06,16
2020-03-01,16932,205582,0,0,0,3,3,0,0,,0
2020-03-01,16932,408789,0,0,0,1,1,0,0,,0
2020-03-01,16932,551228,0,0,0,108,105,0,0,3.8,31
2020-03-01,17303,564895,0,0,0,34,33,0,0,3.67,3
2020-03-01,17435,101020,8600,1,1,12,11,8600,0,4.62,21
2020-03-01,17435,216424,0,0,0,5,5,0,0,,0
2020-03-01,17435,501098,0,0,0,9,9,0,0,5.0,1
2020-03-01,17435,567645,9380,1,1,5,5,9380,0,,0
2020-03-01,17904,204586,0,0,0,19,19,0,0,,0
2020-03-01,17904,212377,0,0,0,6,6,0,0,4.0,1
2020-03-01,17904,215913,12300,4,4,163,155,5900,0,4.42,12
2020-03-01,17904,401534,0,0,0,51,46,0,0,4.75,12
2020-03-01,17904,402279,35400,12,12,786,736,17100,1,4.59,22
2020-03-01,17904,408789,0,0,0,50,47,0,0,4.25,4
2020-03-01,17904,567554,21780,2,2,76,70,21780,0,4.0,2
2020-03-01,18531,100487,0,0,0,2,2,0,0,,0
2020-03-01,18531,207288,0,0,0,9,9,0,0,,0
2020-03-01,18531,216173,0,0,0,2,2,0,0,3.69,13
2020-03-01,18531,560271,0,0,0,27,27,0,0,4.17,29
2020-03-01,18680,206440,13720,2,2,3,3,6860,0,,0
2020-03-01,18680,216173,0,0,0,2,2,0,0,,0
2020-03-01,18680,216424,0,0,0,4,4,0,0,5.0,4
2020-03-01,18680,551228,0,0,0,2,2,0,0,,0
2020-03-01,18726,110435,0,0,0,1,1,0,0,,0
2020-03-01,18726,207802,0,0,0,18,18,0,0,4.8,10
2020-03-01,18726,214104,0,0,0,1,1,0,0,,0
2020-03-01,18788,201632,0,0,0,9,7,0,0,,0
2020-03-01,18788,205611,0,0,0,17,16,0,0,4.0,4
2020-03-01,18788,206440,0,0,0,7,7,0,0,,0
2020-03-01,18788,206471,0,0,0,48,47,0,0,,0
2020-03-01,18788,207288,1200,1,1,9,9,1200,0,,0
2020-03-01,18788,401534,7200,1,1,90,84,7200,0,4.36,64
2020-03-01,18788,402279,4000,1,1,10,7,4000,0,,0
2020-03-01,18788,408789,0,0,0,16,13,0,0,,0
2020-03-01,18788,551228,20000,1,1,8,7,20000,0,,0
2020-03-01,18788,551736,0,0,0,1,1,0,0,,0
2020-03-01,18788,560271,17900,6,6,299,269,17900,1,3.85,33
2020-03-01,18832,100487,18600,2,2,610,559,18600,0,4.54,1682
2020-03-01,18832,508599,0,0,0,5,4,0,0,4.0,1
2020-03-01,19199,205582,0,0,0,1,1,0,0,4.6,5
2020-03-01,19199,506539,41850,23,23,370,346,1819,1,4.6,1929
2020-03-01,19199,551732,0,0,0,46,41,0,0,4.04,46
2020-03-01,19627,567645,0,0,0,4,4,0,0,4.54,252
2020-03-01,19889,551180,0,0,0,4,4,0,0,,0
2020-03-01,19889,558846,0,0,0,1,1,0,0,,0
2020-03-01,19889,558873,0,0,0,2,2,0,0,,0
2020-03-01,20313,110435,0,0,0,14,14,0,0,4.57,14
2020-03-01,20313,214099,0,0,0,1,1,0,0,,0
2020-03-01,20313,214104,0,0,0,1,1,0,0,,0
2020-03-01,20767,110365,0,0,0,14,13,0,0,4.0,1
2020-03-01,20767,205611,0,0,0,2,2,0,0,,0
2020-03-01,20767,207288,0,0,0,2,2,0,0,4.5,2
2020-03-01,20767,408789,0,0,0,6,6,0,0,,0
2020-03-01,20767,502835,0,0,0,5,5,0,0,4.83,6
2020-03-01,20767,509434,0,0,0,5,5,0,0,,0
2020-03-01,20767,560271,25860,10,9,829,790,20414,0,4.52,134
2020-03-01,20767,565724,13310,1,1,4,4,13310,0,5.0,2
2020-03-01,21016,100487,34900,5,3,180,171,18940,0,4.47,1009
2020-03-01,21707,205582,0,0,0,1,1,0,0,,0
2020-03-01,21707,206440,64000,1,1,47,46,64000,0,4.67,18
2020-03-01,21707,401534,0,0,0,26,26,0,0,4.0,7
