shop,genre,sales,units,page_views
41026,110365,0,0,26
41026,301577,11682,7,508
41026,401131,0,0,73
41026,401534,4064091,1973,62444
41026,551228,283180,102,3740
41026,560271,165888,175,3945
41049,206440,8969180,2917,183356
41049,206471,1513779,440,42310
41061,101535,8480,1,30
41061,110409,0,0,19
41061,110435,0,0,7
41061,201184,0,0,23
41061,201632,0,0,2
41061,204586,0,0,25
41061,205582,0,0,1
41061,205761,0,0,356
41061,206471,0,0,204
41061,207774,0,0,1
41061,208532,0,0,437
41061,212377,0,0,85
41061,214099,4550,1,36
41061,214104,0,0,9
41061,214781,0,0,46
41061,215913,0,0,11
41061,402279,0,0,42
41061,501098,0,0,159
41061,502835,173720,6,702
41061,506539,0,0,40
41061,551732,0,0,9
41061,551736,0,0,38
41061,558846,0,0,16
41061,560271,58980,8,310
41061,564895,2880279,254,60586
41061,567554,0,0,12
41061,567645,0,0,18
41082,110365,1920,8,476
41082,408789,1520,1,31
41082,509434,0,0,19
41082,560271,45290,27,511
41217,205582,18900,7,475
41217,401534,0,0,198
41217,558873,0,0,32
41217,560271,19800,1,46
41312,551228,1253070,41,7185
41398,401534,1703751,936,43381
41406,205611,26910,6,815
41406,551228,57007,10,2995
41463,101384,39459000,467,8700
41463,101535,66000,5,404
41463,101954,0,0,20
41463,201184,206000,10,140
41463,205272,0,0,32
41463,214104,95000,4,73
41480,101384,0,0,374
41480,101535,0,0,1
41480,101954,0,0,27
41480,201184,501660000,22317,285207
41480,205582,0,0,3
41480,564647,0,0,1
41489,201351,1851022,522,2902
41489,207802,0,0,86
41489,506536,851237,267,3564
41489,563339,193860,29,322
41489,563342,400103,52,747
41489,567665,744315,87,4028
41533,565724,484,3,17
41608,502835,2823550,239,20631
41608,560271,0,0,4
41688,205582,18347280,6664,97930
41688,206440,128320,87,10215
41688,216173,46956,46,954
41692,207288,35380,6,629
41695,205761,0,0,7
41695,214099,1600,1,13
41695,214781,0,0,24
41695,216173,6754260,5249,45958
41695,401534,3091610,1157,8055
41695,555003,19560,7,257
41695,565724,0,0,1
41695,567538,93320,24,366
41695,567645,51564,13,231
41797,204586,0,0,141
41797,205582,0,0,5
41797,205611,0,0,65
41797,215430,197397,5,2925
41797,551228,16808,2,2144
41797,563689,0,0,2
41932,100992,682568,234,5470
41932,101020,480146,124,1758
41932,101535,16800,3,1220
41932,201184,10680,2,300
41932,201351,13270,4,652
41932,201486,169680,38,467
41932,201925,498780,51,4064
41932,204964,264516,34,3610
41932,205611,46870,13,572
41932,205761,4905702,1321,15665
41932,207288,0,0,24
41932,207774,395720,96,1573
41932,208532,0,0,61
41932,214099,3786015,2423,23241
41932,214781,666820,287,3644
41932,216424,0,0,31
41932,304763,13840,5,81
41932,402279,0,0,105
41932,407120,0,0,12
41932,501098,7797351,1571,19046
41932,506536,16570628,4117,58130
41932,506539,5618044,2513,31661
41932,510003,0,0,63
41932,551736,0,0,21
41932,564647,0,0,205
41932,565724,410749,181,3430
41932,566061,8580,5,204
41932,567538,4440,1,197
41932,567645,20760,21,792
42027,205272,43450,5,500
42027,205611,0,0,7
42027,206440,0,0,573
42027,206471,0,0,49
42027,207288,57028,68,1735
42027,402279,121110,33,2269
42115,216424,9237400,977,25733
42115,551736,830850,365,10209
42134,100487,0,0,1077
42134,101535,0,0,123
42134,101954,160000,6,581
42134,201184,2054000,130,4872
42134,207774,385000,26,348
42134,207802,382000,17,607
42134,214099,0,0,158
42134,214104,87958000,8194,76592
42134,216424,0,0,3
42134,408789,0,0,11
42134,551180,0,0,33
42134,554973,0,0,12
42149,206440,1789172,171,10375
42149,206471,10215835,828,67812
42199,101954,0,0,4
42199,560271,10680,9,210
42258,100487,28470015,3912,535195
42258,110365,0,0,384
42260,205761,2445,4,73
42260,567251,0,0,14
42336,101384,7750000,189,4832
42336,101535,2072000,132,2532
42336,101954,22746000,441,6208
42336,110632,1737000,94,987
42336,201184,9272000,426,9038
42336,201632,0,0,387
42336,202502,0,0,45
42336,207774,65000,5,224
42336,207802,14991000,419,4432
42336,208532,277053000,1904,51524
42336,214099,748000,17,382
42336,214104,1620000,161,3052
42336,408789,45000,3,612
42336,551180,286000,13,1226
42336,551732,0,0,15
42336,564647,20000,2,54
42336,566647,1432000,43,881
42413,205582,723597,298,8380
42413,216173,1765450,1065,17984
42413,301577,0,0,3
42413,401534,261393,120,7437
42413,502221,2474911,955,41646
42413,502280,1418797,446,29688
42413,508456,71270,37,1168
42492,502221,883950,77,13778
42492,502280,348640,69,9594
42564,401131,253390,121,12244
42589,206440,34970,11,1352
42589,206471,57660,19,1059
42589,551180,2850,1,5
42595,206440,468951,295,27037
42595,206471,4017446,2013,155203
42595,207288,0,0,16
42595,216158,0,0,27
42595,301577,0,0,30
42638,214781,14303945,1845,12503
42638,216424,0,0,19
42638,567623,124344,26,178
4265,201184,1841218,275,10286
42656,216424,222750,73,1325
42666,551180,6150,2,225
42718,207288,0,0,37
42777,200181,9798376,2236,33269
42777,207288,66810,127,2532
42777,551180,998640,236,18082
42797,100487,967040,566,37614
42797,110365,70444,96,2115
42797,200181,14920,3,239
42797,201632,3110366,561,42199
42797,204964,118046,26,2668
42797,205582,7760,2,95
42797,205611,11584,3,552
42797,206440,363978,108,13348
42797,206471,200592,57,7723
42797,216173,11440,9,346
42797,301577,0,0,91
42797,502221,3980,1,533
42797,502835,10520,8,159
42797,508456,49524,24,974
42797,551180,67208,30,1694
42797,551228,152086,30,5574
42797,551732,276780,109,9343
42797,551736,11880,6,571
42797,558846,318026,96,12310
42797,558873,149580,28,4546
42797,560271,18112,10,2057
42797,563689,113744,33,2167
42804,205582,1287880,75,4314
42804,205761,102520,24,750
42804,216173,5918896,915,25441
42804,551180,449460,31,5474
42804,558846,17600,2,1007
42804,558873,1207360,38,1926
42882,100487,62890,21,843
42882,110365,158250,110,7790
42882,202502,22870,6,241
42882,205611,456850,136,8045
42882,207288,216240,97,6648
42882,401534,34330,11,1752
42882,402279,265470,90,6898
42882,407120,24270,8,359
42882,551228,44180,16,922
42882,551732,25890,8,322
42882,551736,18040,6,708
42900,100487,4400701,968,92674
42954,204964,82500,15,1040
42954,205761,412216,85,2354
42954,207288,13200,6,772
42954,402279,10943226,2865,120779
42954,408789,1255667,833,22493
42954,501098,3713518,1297,35633
42954,551180,59080,28,1567
42970,100487,237040,16,10075
42970,110365,78750,21,10046
42970,207288,58020,8,2110
43129,110365,2009151,2256,51920
43129,205582,0,0,111
43129,205611,0,0,126
43129,207288,11880,6,729
43129,208532,35988,12,465
43129,214781,0,0,61
43129,216424,87263,20,677
43129,402279,0,0,232
43129,408789,1980,1,1164
43129,502835,26900,31,1794
43129,507843,0,0,49
43129,510003,18000,4,251
43129,551180,0,0,46
43129,560271,9437927,6539,395647
43221,101535,0,0,16
43221,110409,13889,1,55
43221,110435,0,0,12
43221,110632,7209230,833,4775
43221,201184,39928,4,237
43221,201351,116722,45,680
43221,207774,76385,19,806
43221,207802,0,0,105
43221,214099,97229,31,288
43221,214104,0,0,4
43221,506536,3665587,916,6571
43221,511293,2339234,314,2821
43221,563339,16980,7,1951
43221,563342,20000,2,512
43221,564647,646859,76,1080
43221,566647,0,0,74
43221,567665,0,0,113
43222,101535,0,0,26
43222,110435,0,0,5
43222,207774,0,0,3
43222,506536,0,0,1
43222,563339,218769,201,4909
43222,563342,148108,56,1870
43222,567251,0,0,6
43222,567664,0,0,54
43238,555003,2061840,410,13772
43258,201632,24900,5,334
43258,502835,0,0,3
43258,551180,1572000,328,19969
43258,560271,492500,72,9114
43291,567538,1877755,363,14065
43304,506539,26095171,6084,177898
43472,101384,24220000,713,8161
43472,101535,455000,25,1262
43472,101954,2096000,71,3629
43472,110435,0,0,60
43472,201184,835000,52,829
43472,201351,12000,1,236
43472,206363,308000,14,915
43472,207802,954000,29,737
43472,216424,2230000,63,1351
43472,407120,40000,2,545
43472,408789,448000,11,1382
43472,506539,0,0,64
43472,551180,0,0,62
43472,563339,54000,3,396
43472,563689,31531000,1005,24437
43472,566647,164000,4,149
43513,558846,0,0,3
43513,558873,13200,1,14
43639,205761,7920,5,253
43639,216424,90000,71,1096
43639,567538,6720,2,94
43649,216173,1640,2,135
43649,401534,0,0,82
43653,207288,0,0,6
43653,408789,0,0,2
43701,567538,11200,1,313
43783,100487,15000,8,1189
43783,206471,0,0,57
43793,401131,1130930,383,22815
43797,565724,63718,12,568
43813,110365,165285,137,8665
43813,205761,55910,45,941
43813,207288,2100,1,98
43813,216424,19500,1,131
43813,402279,116950,43,7024
43813,407120,134950,60,6033
43813,408789,170500,60,3141
43813,502835,104520,47,2285
43813,510003,96000,28,684
43813,551228,12600,7,1341
43813,551736,440680,203,5898
43813,560271,63680,62,5416
43898,201184,0,0,159
43898,207774,0,0,3
43898,214099,1134050,230,10288
43898,214104,1674980,263,9444
43898,506536,0,0,113
43898,506539,154510,55,4918
43898,564647,55790,21,873
43898,566061,99760,24,703
43898,566647,0,0,24
43898,567251,0,0,96
43898,567645,102760,56,1980
43929,206471,17430,7,538
43930,560271,376380,406,12633
43989,565724,58585006,11853,74186
44015,201184,0,0,26
44015,205761,0,0,38
44030,101954,0,0,18
44030,206363,0,0,1
44030,206440,50175,8,2199
44030,206471,4526,1,289
44030,401131,0,0,158
44030,401534,14400,1,296
44030,408789,142993,88,6107
44030,551180,1348624,613,20325
44030,551732,0,0,2
44030,551736,0,0,12
44030,558846,819479,309,14422
44030,558873,1621150,248,23734
44035,110365,3808,7,791
44035,207288,1960,2,522
44035,216173,20480,14,769
44035,408789,174840,111,6219
44035,502280,16640,11,1053
44035,551180,29370,21,1851
44035,554973,0,0,3
44035,558846,49500,23,2197
44035,558873,160100,40,6908
44035,560271,14700,14,881
44036,207288,8890,10,832
44047,101954,15400,37,124
44058,402279,8365,4,1055
44058,506539,255704,71,2004
44078,216173,6940,3,263
44078,304080,183214354,31644,677640
4413,402018,1890800,75,9192
44138,110365,188367,150,2525
44171,216173,2813006,2147,47811
44187,100487,54000,1,73
44220,201184,703879,188,24990
44220,205582,0,0,48
44220,205611,0,0,50
44220,206440,944054,149,4946
44220,206471,6179980,1151,86470
44222,110365,25733,12,1991
44222,201632,199842,40,1743
44222,204586,20292,4,1418
44222,205582,239568,24,6182
44222,205761,44132,54,1947
44222,408789,0,0,122
44222,502835,29111028,3252,153570
44222,506012,282721,12,3475
44222,509434,1172209,260,17745
44222,560271,61440273,13791,798173
44222,564895,30028110,1673,151534
44265,101384,575000,10,997
44265,101535,0,0,5
44265,101954,101000,3,495
44265,110435,183000,15,416
44265,110632,30000,2,131
44265,201184,81454500,3219,60521
44265,201351,294000,17,374
44265,214099,28000,1,58
44265,214104,1143000,85,2514
44265,566647,2139000,106,2871
44343,407120,255057,61,4904
44343,509434,28200,44,205
44406,101535,85840,20,727
44406,110409,0,0,1
44406,110435,0,0,8
44406,201184,0,0,11
44406,202502,0,0,3
44406,207774,192400,28,724
44406,506539,0,0,4
44406,551736,0,0,63
44406,566647,0,0,63
44542,201632,0,0,65
44542,207288,156851,131,3372
44542,408789,461760,191,4971
44621,101535,48750,23,1461
44621,207774,1406550,861,22881
44621,567645,1222550,707,9950
44643,555003,0,0,3
44709,205761,1504326,793,16299
44709,207288,1800,1,124
44709,216173,0,0,23
44709,567623,32740,4,531
44907,207288,1473530,1095,33597
44907,560271,135050,118,6082
4493,100487,12935,7,949
4493,110365,148040,155,6942
4493,201632,22000,6,784
4493,207288,7079561,6149,223087
4493,216173,2482029,2582,40664
4493,401534,130720,73,5177
4493,408789,6071491,3425,168554
4493,502221,28350,8,427
4493,502280,120280,31,3087
45049,205582,0,0,30
45049,508456,66360,37,1139
45049,551180,5860,4,198
45049,555421,15940,2,203
45049,560271,25900,21,1808
45068,101020,7040,2,60
45120,506539,2960,2,113
45151,201632,37351754,2538,200593
45221,207288,14940,3,970
45248,101020,0,0,74
45248,101535,5115,3,135
45248,200181,0,0,225
45248,205582,25246,3,1128
45248,207288,0,0,61
45248,208532,55480,11,1502
45248,216424,0,0,57
45248,401131,0,0,39
45248,402279,25353,3,3505
45248,408789,10326,2,315
45248,502280,0,0,146
45248,502835,20976,1,439
45248,506536,2280,1,134
45248,506539,74188,22,2648
45248,507515,0,0,183
45248,551180,99406,20,1467
45248,551732,0,0,95
45248,551736,37620,16,1654
45248,558873,53326,5,1499
45248,560271,6890,2,715
45248,567538,0,0,81
45248,567554,0,0,56
45248,567645,103072,50,2490
45365,201925,30994,4,475
45365,205611,0,0,18
45365,206440,0,0,362
45365,551180,267183,27,1791
45365,558846,173030,6,231
45365,558873,57970,2,424
4541,100487,2021055,197,42842
4541,110365,13034016,2383,149293
4541,201632,10500,11,720
4541,201925,17600,2,296
4541,206440,34133049,2012,304761
4541,206471,18603392,1357,185103
4541,207288,27000,8,1198
4541,216158,160020,12,2564
4541,216173,38000,15,461
4541,301577,0,0,44
4541,401131,26100,5,134
4541,401534,654390,89,8533
4541,408789,106020,27,2495
4541,502221,77018,24,3697
4541,560271,147297428,17424,892496
45419,560271,4960,3,138
45510,100487,0,0,478
45510,207288,0,0,7
45560,214781,0,0,6
45560,216424,66020,14,1901
45560,507843,0,0,328
45560,567645,0,0,213
45770,567645,638520,252,2753
45850,110435,130991,19,711
45850,207802,10800,1,56
45868,200181,5055078,1288,12001
45868,204586,0,0,43
45868,506012,104300,7,586
45868,551180,148522,39,3279
45868,551732,107800,41,650
45868,551736,549461,202,1727
45868,558846,19800,2,321
45880,201632,0,0,87
45880,206440,11520,2,238
45880,206471,0,0,6
45880,402279,9750,1,168
45880,509434,2400,2,156
45880,560271,2280,2,95
45880,563689,0,0,159
45883,201184,83518871,9825,408175
45883,214099,4210,2,164
45949,205611,1080310,519,21330
45949,401534,1329970,444,25918
45954,551732,80423749,23747,415685
45954,551736,65094734,26110,371746
46111,200181,695830,196,5818
46248,206363,0,0,27
46248,206440,20218,2,755
46248,206471,34100,2,921
46248,216173,5225,1,96
46248,304080,0,0,79
46248,408789,15180,2,342
46248,510003,0,0,7
46248,551180,123849,18,1331
46248,558846,113479,12,1227
46248,558873,157231,13,3659
46268,110365,114420,57,3499
46268,205761,94920,28,3589
46344,216424,445415,64,989
46378,502835,0,0,21
46398,215913,980,1,61
46398,301577,21747017,4505,258441
46398,408789,362322,174,10181
46398,551228,0,0,4
4642,205272,974690,139,17126
4643,206363,90500,4,696
4643,207288,5847767,1238,31616
4643,216173,1187961,299,5201
4643,301577,0,0,8
4643,304080,271370,6,3585
4643,408789,1543001,60,7335
4643,502221,9298026,124,27477
4643,502280,3701283,57,11715
4643,551180,116015139,25974,794801
4643,558846,8516357,691,75050
4643,558873,237632760,6473,1329044
46481,216424,0,0,2
46481,567623,10979250,3170,27954
46496,101384,730000,17,516
46496,101535,78000,3,143
46496,201184,1560000,110,1934
46496,204964,0,0,128
46496,205272,515000,11,1995
46496,206363,10055000,316,7108
46496,207774,34000,2,76
46496,207802,191000,10,374
46496,214099,0,0,52
46496,214104,58500,4,242
46496,506536,0,0,26
46496,551180,1072000,84,2126
46496,566647,379000,16,995
46572,100181,0,0,77
46572,201632,0,0,84
46572,204934,0,0,191
46572,204964,97350,18,674
46572,205582,10900,4,1105
46572,205611,0,0,111
46572,207966,38610,1,542
46572,208532,16300,5,277
46572,210413,0,0,228
46572,301577,0,0,71
46572,558873,4480,1,217
46572,564647,29800,1,215
46572,564895,16440,3,498
46579,205761,73060,35,1245
46579,206440,86100,30,6181
46579,206471,3980,1,327
46579,207288,222000,135,3254
46579,401131,28740,7,1409
46579,401534,3842896,537,28915
46579,506539,2355200,428,15396
46696,408789,1429400,500,28958
46790,206361,0,0,95
46790,502280,0,0,490
46790,551180,62580,8,885
46790,558846,61200,6,842
46790,558873,0,0,106
46838,100487,0,0,15
46838,101954,0,0,8
46838,207288,14800,5,404
46838,508599,3500,1,65
46848,110365,8740815,4487,131906
46848,502835,1514248,306,13255
46848,509434,265989,80,3277
46848,551736,30036,24,873
46848,560271,64266804,25027,1287840
46904,110435,773339,72,7860
46904,207802,199500,55,2291
46926,101384,216055000,5708,91499
46926,101535,325000,16,675
46926,101954,2517000,20,2272
46926,110435,133988500,4839,87662
46926,110632,4807500,155,1913
46926,201184,2560000,112,2324
46926,207802,1362500,68,978
46926,214099,10000,1,31
46926,214104,3440000,242,3634
46926,408789,46000,2,77
46926,506539,321500,23,659
46926,511293,2876800,104,1363
46926,551180,37000,2,721
46926,563339,0,0,1
46926,564647,130000,10,168
46941,408789,31790,3,466
46941,502221,74360,8,736
46941,502280,10780,1,124
46950,100992,130800,81,1649
46950,101020,0,0,12
46950,214781,0,0,426
46950,216424,2412884,787,21792
46950,507843,1243224,417,9966
46950,551736,19400,4,202
46950,567538,525828,89,2816
46950,567623,0,0,2
46959,100487,0,0,564
46959,101535,5380569,1150,34195
46959,110409,5437377,1037,28374
46959,110435,63840,7,836
46959,201184,261911,24,1554
46959,207774,4024749,1079,40243
46959,558873,0,0,1279
46959,560271,0,0,57
46959,563339,0,0,148
46972,206471,0,0,43
46972,216158,65200,23,1235
46982,201925,175908,50,1809
46982,508456,21325,5,135
47008,100992,693000,3,137
47008,101384,3280000,31,2994
47008,101535,430000,24,595
47008,101954,462000,28,1645
47008,110632,17922000,754,4933
47008,201184,3542000,141,4454
47008,205582,1167000,19,948
47008,205761,600000,45,1239
47008,206440,344000,8,494
47008,207802,241000,7,126
47008,216173,136000,2,285
47008,501098,1090000,54,1590
47008,506536,0,0,2
47008,506539,0,0,176
47008,551180,0,0,111
47008,558846,2717000,56,6672
47008,560271,0,0,2
47008,563689,640000,4,900
47008,566647,0,0,2
47008,567645,20000,2,80
47047,204586,0,0,113
47047,205582,10940,3,169
47047,205611,0,0,48
47047,206440,0,0,40
47047,207774,0,0,39
47047,212377,0,0,116
47047,216424,158400,11,382
47047,507515,0,0,44
47047,510003,160120,30,1685
47047,555421,0,0,421
47047,564895,11960,2,240
47072,216173,11880,10,143
47072,401131,0,0,185
47072,551180,350580,155,4434
47072,558846,8340,3,218
47072,560271,0,0,866
47072,564895,9120,4,375
47125,110409,0,0,43
47125,110435,0,0,11
47125,204586,9137,1,76
47125,205272,0,0,19
47125,205582,10498,2,72
47125,205611,8305,2,45
47125,207288,0,0,13
47125,207802,0,0,7
47125,214099,1172,1,10
47125,214104,0,0,32
47125,215430,888384,11,1181
47125,551228,249231,21,1035
47125,551736,0,0,3
47125,563689,0,0,42
47125,565724,0,0,7
47281,204586,29920,2,101
47281,208532,970755,25,1200
47281,210413,1340677,26,2140
47281,215913,18401,1,299
47281,555421,185470901,10590,165253
47290,206440,888398,606,38243
47290,206471,709776,294,28577
4741,101954,15180,22,68
4741,206440,590870,272,11093
4741,206471,464764,87,6501
47428,216173,0,0,2
47428,401534,5530073,2310,74037
47516,200181,46500,19,473
47516,207288,3944,5,96
47516,208532,55080,6,344
47516,215913,10440,3,171
47516,408789,218110,92,4755
47516,502221,1109800,361,12058
47516,502280,1655640,455,45155
47516,560271,0,0,1
47537,205761,0,0,1
47537,216424,363692,138,4075
47537,401131,99750,37,6369
4755,201184,3782866,2355,24813
4755,201351,0,0,12
4755,214099,9749664,4556,67009
4755,506539,20134,62,537
4755,564647,281000,228,3902
47582,100992,6254162,2200,12716
47582,200181,0,0,4
47582,201632,240000,15,407
47582,205761,30000,5,81
47582,508456,485300,40,1852
47670,100487,19230,8,1498
47670,110365,1200,1,87
47670,207288,3600,2,240
47670,565724,1207622,367,6981
4770,110365,3000,2,101
4770,207288,0,0,47
4770,301577,2997300,158,41712
4770,408789,905359,129,24644
4770,502221,239900,14,4179
4770,502280,596800,47,7275
4770,560271,0,0,150
47745,101384,19832000,221,5145
47745,101535,43000,2,305
47745,101954,384000,8,364
47745,110632,28000,1,13
47745,201184,2010640000,38329,969206
47745,201351,1102000,87,876
47745,207802,24000,2,144
47745,214104,857000,56,1572
47745,506536,111000,6,157
47745,563339,1107000,74,1846
47745,563342,230000,5,200
47745,564647,15563000,561,10122
47745,567662,0,0,9
47759,100181,0,0,1
47759,100487,0,0,1
47759,110365,0,0,1
47759,200181,2980,1,14
47759,201632,0,0,10
47759,205272,0,0,26
47759,205582,0,0,21
47759,205761,0,0,3
47759,206361,0,0,58
47759,206440,0,0,9
47759,208532,31790,6,298
47759,212377,0,0,7
47759,216158,0,0,3
47759,301577,3180,1,69
47759,402279,13070,5,399
47759,408789,0,0,7
47759,502221,0,0,9
47759,502280,0,0,52
47759,502835,73370,12,377
47759,508456,0,0,8
47759,509417,0,0,36
47759,509434,0,0,5
47759,551180,4390,1,11
47759,554973,2390,1,98
47759,555421,13909,2,40
47759,558846,5890,1,21
47759,558873,0,0,37
47759,560271,47840,17,1469
4776,110365,2176,2,164
4776,201632,81500,25,2626
4776,201925,144240,37,7493
4776,205582,0,1,36
4776,205611,26000,6,941
4776,206440,2432330,781,55601
4776,206471,1199312,460,21901
4776,207288,113598,68,5690
4776,215913,66000,3,1528
4776,216173,11440,4,176
4776,401534,1606449,629,40447
4776,402279,215730,76,9814
4776,408789,3584,3,334
4776,502221,78750,4,640
4776,502280,0,0,3
4776,551180,1213577,537,14785
4776,551228,86840,5,535
4776,551732,354934,135,4486
4776,551736,493241,281,4973
4776,558846,139949,38,2181
4776,558873,11920,3,802
4776,560271,1386,1,27
47787,100181,178453,13,4506
47787,200181,331030,64,4550
47787,201925,235700,4,918
47787,204586,96000,2,164
47787,204934,0,0,15
47787,205582,33300,10,240
47787,205611,33928,22,1024
47787,206361,3600,3,139
47787,206363,93142,45,4306
47787,206440,254794,227,18181
47787,206471,101757,146,11600
47787,207288,0,0,7
47787,210022,0,0,10
47787,210413,0,0,123
47787,215913,0,0,18
47787,216173,0,0,14
47787,301577,128940,6,6615
47787,304080,0,0,14
47787,401131,226985,351,17470
47787,501098,0,0,2
47787,502835,44335,43,870
47787,506012,0,0,51
47787,509434,0,0,48
47787,551180,285885,230,16730
47787,551732,122400,33,1328
47787,555421,507200,15,907
47787,558846,565373,328,25455
47787,558873,854812,326,36646
47787,562641,81220,2,292
47787,563689,12500,1,60
47787,567554,0,0,86
47853,563339,448439,117,1907
47853,563342,133760,34,437
47853,567662,0,0,2
47853,567665,68860,12,1211
47942,205582,129375,47,2550
47942,206440,4600190,1791,83129
47942,206471,159890,74,12881
47942,401131,93902,140,9320
47942,401534,158778,85,6285
47942,407120,250120,80,9793
47942,408789,804464,245,27167
47942,502221,2898339,670,63433
47942,502280,207778,47,6111
47942,551180,179260,117,3396
47942,555421,114010,30,2812
47942,558846,349854,239,15431
48084,207288,1180,2,153
48084,501098,11960,2,15
48094,201632,0,0,65
48094,204964,16778,5,106
48094,206440,52056,36,2871
48094,207288,0,0,26
48094,216173,8468,8,187
48094,301577,0,0,53
48094,401534,2904,2,367
48094,502280,2990,1,42
48094,502835,1065,1,231
48094,551180,0,0,70
48094,551228,0,0,9
48094,560271,7500,9,626
48094,564895,42016,15,1190
48213,567645,0,0,24
48216,401534,23670,7,810
4827,551228,202000,101,1815
48324,100487,0,0,55
48324,564895,24564345,771,53429
48347,201184,0,0,11
48385,100181,0,0,189
48385,201351,58800,6,111
48385,205582,0,0,46
48385,205611,26630,2,519
48385,214781,0,0,32
48385,215430,243260,3,3474
48385,216424,19790,3,307
48385,510003,43720,6,650
48385,551228,265093,17,6142
48385,563689,0,0,24
48461,207288,5195890,1470,131010
48461,408789,11198500,570,186345
48461,502280,0,0,774
48461,560271,1377510,125,22648
48539,201632,537000,208,9092
48539,204586,3061,1,306
48539,502280,26940,4,651
48554,566647,12474300,1164,36828
48555,100487,277000,2,2183
48555,101384,559849000,6607,204977
48555,101535,471000,24,805
48555,101954,167037000,4963,105654
48555,110365,20000,2,805
48555,201184,2577000,153,2528
48555,201351,342000,32,666
48555,202502,0,0,51
48555,204934,148000,2,947
48555,204964,45000,2,3610
48555,205272,198000,6,264
48555,205582,29000,2,536
48555,205611,0,0,30
48555,207802,370000,15,315
48555,207966,753000,6,472
48555,214099,378000,32,683
48555,214104,1765000,171,2568
48555,304080,77000,1,91
48555,402279,30000,5,594
48555,407120,1860000,60,2153
48555,408789,138000,3,294
48555,506536,49000,7,222
48555,506539,2047000,123,2187
48555,507843,5257000,267,4925
48555,510003,2634000,91,2350
48555,551180,11000,1,38
48555,551732,0,0,198
48555,551736,0,0,104
48555,558873,5346000,38,5442
48555,560271,30000,1,770
48555,563339,0,0,25
48555,563689,0,0,246
48555,564647,388000,28,427
48555,566647,304000,11,346
48555,567538,593000,35,1304
48557,100487,182200,5,1888
48623,100181,19920,4,391
48623,100487,0,0,16
48623,110365,154750,140,7582
48623,200181,4280,1,229
48623,208532,0,0,98
48623,216158,1375667,278,56415
48623,216173,8494317,3200,67685
48623,216424,4380,1,44
48623,304080,9360,2,385
48623,408789,47520,12,2581
48623,510003,9598,2,168
48623,560271,956960,691,69875
48623,566403,167916,80,3371
48654,100992,10959,4,62
48654,101535,0,0,68
48654,110409,6348,1,205
48654,201184,2732746,686,26855
48654,201351,4513949,1267,5402
48654,201632,938238,154,5154
48654,201925,263500,10,2255
48654,204964,39300,7,1018
48654,205761,64016,16,491
48654,207774,2348,1,65
48654,212377,0,0,33
48654,214099,472936,154,3267
48654,214104,211118,113,2471
48654,506536,768126,166,1363
48654,506539,5438,2,337
48654,564647,2321147,390,11647
48654,566061,21018,9,158
48654,567251,41930,9,43
48674,206363,15960,3,117
48674,301577,13750,1,419
48674,551180,128400,26,786
48674,558846,7990040,1975,76565
48674,558873,6365825,499,66236
48688,567645,2555186,1227,12524
48817,206440,374405,224,6158
48817,408789,0,0,196
48817,551180,70650,26,1532
48866,401534,17940,3,283
48866,408789,12221616,6397,201601
48887,216424,123849,15,758
48887,507843,199920,8,1602
48887,510003,47970,3,676
48887,567538,4979394,588,9145
48974,100487,64870,30,9902
48974,201925,7300,3,443
48974,206440,731100,308,36685
48974,206471,118196,35,9164
48974,207288,4500,3,628
48974,301577,46400,8,1648
48974,408789,1585000,278,26898
48974,502221,406340,19,8331
48974,502280,171000,12,3763
4905,110365,68080,32,2633
4905,201632,10430,7,251
4905,205611,5990,5,556
4905,206440,1495,1,100
4905,206471,0,0,1
4905,216158,305336,158,11216
4905,408789,2000,2,267
4905,560271,0,0,1
491,101535,0,0,3
491,110435,0,0,3
491,207802,10002,3,313
491,214099,126391,35,754
491,214104,0,0,206
491,506536,0,0,1
491,563339,220499985,29376,332916
491,563342,212224414,21318,257503
491,566647,13426,1,850
491,567251,48446,9,572
491,567662,69458810,7858,46743
491,567664,75842259,7660,66946
491,567665,32360,4,375
49101,207288,1560,2,61
49101,408789,315930,89,6204
49101,551180,296420,109,10502
49153,408789,3596,2,20
49153,509434,0,0,1
49153,555421,3320922,248,20233
49181,201184,62420,8,519
49181,506539,1947650,366,12031
49181,551736,0,0,6
49339,200181,0,0,71
49339,201632,0,0,3
49339,214781,0,0,91
49339,216173,0,0,1
49339,216424,109937241,12969,77096
49339,301577,0,0,10
49339,502221,0,0,1
49339,502280,0,0,8
49339,507843,5293167,792,5298
49339,509417,122940,6,91
49339,510003,28320,5,346
49339,567538,4993595,653,2671
49343,101535,214540,28,1011
49343,110409,59300,6,406
49343,110435,2100,1,87
49343,201184,36660,5,263
49343,207774,108300,11,1018
49343,207802,240880,13,1486
49343,214099,5400,1,99
49343,214104,0,0,6
49388,207288,2413994,367,14261
49388,408789,1495354,130,17124
49388,502221,903504,55,4658
49388,502280,12252813,749,84692
49388,551180,9053179,1551,104804
49388,558846,5298535,430,75189
49388,558873,7167694,448,82879
49388,560271,157600,4,3830
49536,205761,79200,10,217
4956,214099,71604,29,1001
49580,205611,0,0,6
49580,502835,498740,202,12733
49695,101535,124670,23,626
49695,110632,3200,1,110
49695,563339,95205,5,370
49695,563342,1006698,14,1366
49695,567665,0,0,120
49758,214099,0,0,35
