shop,genre,sales,units,page_views
21246,401131,13170,1,245
21246,401534,31600,2,206
21246,402279,22220,4,315
21246,407120,8480346,735,19828
21246,408789,2030110,172,15842
21246,502221,2351750,73,15734
21246,502280,19912720,572,80714
21246,508599,0,0,7
21246,551180,1340370,76,53462
21246,551732,305620,60,3109
21246,551736,36400,12,538
21246,558846,2888310,360,28154
21246,558873,52499750,606,190474
21246,560271,0,0,351
21267,100992,0,0,8
21267,216424,117124,39,361
21267,407120,28000,9,60
21267,507843,3001189,829,6558
21267,510003,3852051,2626,16407
21267,567538,14147262,3628,31998
21462,205582,40720010,1478,68482
21496,110409,133780,45,917
21496,201184,101480,7,1412
21496,201351,605010,115,4998
21496,205582,14800,1,152
21496,205761,8284960,1195,13094
21496,214099,0,1,54
21496,214781,259588,43,1309
21496,216424,862210,188,3441
21496,408789,0,0,12
21496,506536,480,1,774
21496,566061,18981,21,1094
21500,101020,48804,9,329
21500,201351,0,0,52
21500,205582,488230,221,6573
21500,206363,339905,46,2051
21500,206440,85310,21,1195
21500,214781,1628,1,107
21500,216424,0,0,47
21500,401534,559320,161,12408
21500,551180,626582,181,6781
21500,551228,0,0,44
21500,551732,144416,38,1891
21500,551736,354091,189,7249
21500,558846,249900,65,5725
21500,567645,13167,3,224
21603,100487,1409150,44,14594
21603,201925,7800,1,216
21603,206471,0,0,1
21603,207288,726120,382,9785
21603,216173,25200,24,295
21603,304080,500169,347,5258
21603,402279,2400,2,94
21603,408789,282220,10,4954
21603,502280,290220,11,1719
21603,502835,0,0,12
21603,508599,0,0,50
21603,551180,414535,63,6929
21603,551228,200500,8,748
21603,558846,1502215,96,16286
21603,558873,2657620,67,22934
21603,560271,650,1,23
21605,110365,21450,10,1358
21605,201632,14835,9,402
21605,207288,4400,1,69
21605,408789,0,0,41
21640,205761,0,0,69
21640,401131,628266,323,27347
21640,402279,103389,47,4272
21641,110365,44520,24,12487
21641,206440,113773448,26860,1002453
21641,206471,147537331,33809,1540842
21641,558846,4990,1,95
21641,560271,11170,3,679
21649,567434,307382341,26222,230976
21657,201632,25032,4,493
21657,201925,20248,6,250
21657,205611,0,0,52
21657,207288,323580,387,11263
21657,401534,10552,4,263
21657,402279,8954,3,220
21657,408789,39502,19,2408
21657,551228,13380,5,245
21657,551732,0,0,57
21657,551736,8202,8,142
21707,205582,371900,75,1548
21707,206440,11706846,2182,87451
21707,401534,3899190,883,57646
21707,551180,1412596,288,13540
21707,551732,7445168,1263,45452
21707,551736,7257567,2192,82794
21707,558846,1484736,339,25621
2171,101535,1001700,265,4387
21819,100487,0,0,108
21819,101535,76986,8,2248
21819,201351,266880,39,941
21819,202502,0,0,59
21819,205761,16710,4,335
21819,215913,0,0,4
21819,502835,0,0,80
21819,506539,357100,59,1516
21819,551228,0,0,16
21819,551732,948000,113,2068
21819,551736,728000,91,2131
21819,564647,15250,1,724
21825,101535,42979,10,956
21825,201184,0,0,6
21825,201351,238023253,36816,199053
21825,202502,43632,10,286
21825,205272,0,0,10
21825,205582,0,0,9
21825,205611,62500,12,812
21825,205761,8689943,1754,17530
21825,207774,9524,2,181
21825,207802,0,0,20
21825,214099,1286375,299,7320
21825,214104,35950,5,355
21825,214781,8700,2,203
21825,216158,223424,35,941
21825,216424,6782720,1206,10202
21825,401131,278748,97,4214
21825,402279,31700,13,892
21825,408789,27000,8,1412
21825,506536,2959514,697,27223
21825,506539,13911541,4093,90473
21825,551228,0,0,69
21825,551732,141320,65,1551
21825,551736,72250,36,564
21825,566647,0,0,74
21825,567554,127200,7,594
21825,567645,5927057,1529,14303
21833,205582,14106607,743,45546
21833,205611,31342660,1576,71412
21833,207288,0,0,3
21833,551228,1020850,59,6844
21833,551732,9317029,1467,56555
21833,551736,6417288,1692,48845
21833,563689,31336905,1280,71052
21917,100487,29320,16,255
21917,201925,70080,15,2630
21917,205582,0,0,29
21917,205611,0,0,23
21917,207288,2200,2,497
21917,210022,0,0,62
21917,216173,11800,7,391
21917,301577,264211,39,5784
21917,408789,16700,3,3371
21917,502221,0,0,223
21917,502280,0,0,581
21917,502835,0,0,23
21917,509434,0,0,2
21917,551228,68170,14,2746
21917,555421,0,0,37
21917,560271,188580,135,3838
21917,563689,0,0,31
22001,201632,0,0,1
22118,565724,29700,28,1802
22130,100487,633770,54,5980
22130,207288,2487501,436,23991
22130,408789,66800,8,1336
22130,502280,32320,4,298
22130,502835,27482,4,466
22130,508599,12510,1,223
22130,564895,415116,28,8286
22279,100487,357690,13,2893
22279,207288,10599,5,757
22279,301577,7900,1,358
22279,502221,11000,2,366
22279,508599,3013800,75,14501
22402,100487,0,0,328
22402,206471,0,0,48
22402,210022,626800,54,11620
22402,210413,2697550,179,35781
22402,216173,387330,141,5245
22402,402279,9174,3,511
22402,502221,181450,10,1608
22402,502280,61400,3,1244
22402,509434,7450,4,186
22402,551180,0,0,116
22505,200181,1089,1,141
22505,205582,0,0,114
22505,216173,0,0,37
22505,402279,880,1,166
22505,408789,0,0,33
22584,205582,5926400,1144,40318
22584,205611,8166920,2334,84040
22584,301577,206540,25,5614
22584,551228,797660,296,15986
22584,563689,35780,9,285
22586,214099,9224862,2666,43508
22586,551180,38500,14,306
22592,101535,377000,289,2848
22592,101954,36480,209,1070
22592,201351,0,0,11
22592,214099,1350042,478,7579
22592,506536,3400,1,61
22650,110365,0,0,357
22650,201632,4290,3,168
22650,205761,14300,9,728
22650,401534,2400,2,416
22684,206440,0,0,21
22684,301577,0,0,165
22684,408789,7600,2,292
22684,502280,0,0,86
22684,551180,211920,44,5828
22684,558846,26700,4,901
22684,558873,25280,2,1016
22684,560271,11700,2,104
22684,567538,0,0,18
22684,567623,0,0,17
22714,205611,20730,6,1475
22714,205761,3343229,2251,24738
22714,216158,153863003,57030,1026455
22714,216173,532794,496,10169
22714,401534,527276,273,17226
22738,201632,24080,9,755
22738,207288,0,0,16
22738,408789,0,0,32
22738,551180,0,0,10
22738,551736,5960,2,34
22738,560271,0,0,212
22765,402279,1948460,455,18836
22765,551180,253710,113,1569
22821,206440,11200,5,840
22821,206471,29860,8,1038
22821,558873,0,0,6
22845,205582,7094,4,102
22845,205611,39468,5,563
22845,551228,0,0,97
22845,551736,4378,1,101
22845,563689,241896,33,1454
22953,214781,46514,15,845
22953,216424,401472,46,2336
22966,206440,1282824,136,31588
22966,206471,88327426,17980,721599
23009,205582,1900,1,117
23009,205611,39468,4,378
23009,551228,0,0,71
23009,551736,8178,2,164
23009,563689,111211,16,1046
23027,100487,393600,105,12131
23027,201632,0,0,15
23027,560271,0,0,6
23036,205761,95400,36,1207
23036,216173,0,0,102
23036,551732,315300,62,1727
23036,551736,183020,52,2012
23039,110365,7469942,4568,136740
23039,201632,0,0,1
23039,207288,10440,3,194
23039,408789,3600,2,444
23039,560271,6600185,1279,139204
23063,201184,0,0,33
23063,201632,19442920,4199,249254
23063,201925,163034,15,4184
23063,202502,799714,162,9756
23063,204586,0,0,26
23063,205272,224449,21,3673
23063,205582,0,0,186
23063,205611,6210,1,275
23063,205761,0,0,1
23063,207288,1920681,640,42478
23063,212377,0,0,76
23063,214099,0,0,7
23063,215913,0,0,353
23063,216173,0,0,15
23063,402279,22043,9,1876
23063,407120,23110,3,859
23063,408789,8800,2,453
23063,551228,1974985,150,33997
23063,551732,19892,3,305
23063,551736,69687,8,523
23063,563689,0,0,224
23063,566061,12676,5,896
23063,567251,124413,29,1517
23063,567554,29062,2,779
23067,206440,84053892,28428,1600030
23067,206471,146430,40,10657
23067,408789,0,0,624
23069,555003,25534887,11182,124813
23124,110365,0,0,186
23124,201632,109764,26,3273
23124,205761,88250,118,1548
23124,207288,155520,164,7945
23124,214099,21900,29,306
23124,408789,4250,5,869
23124,551180,413412,133,11607
23124,551736,54750,33,1502
23187,205582,293980,38,1563
23187,205611,0,0,1
23187,206440,9750,2,192
23187,216173,59620,42,1126
23187,401131,25920,8,1360
23187,408789,11600,2,255
23187,564895,35820,9,281
2326,110365,7571,4,179
2326,201925,76644,18,3341
2326,204934,93900220,4495,422244
2326,204964,264520686,47902,883587
2326,207288,27503,8,188
2326,207966,133841166,4090,451782
2326,301577,37455,2,147
2326,408789,661200,58,5024
2326,502280,155996,14,857
2326,506012,5090973,387,35758
2326,554973,1408519,44,4014
23326,205761,0,0,12
23326,214781,0,0,32
23326,567251,13240,3,102
23326,567538,0,0,82
23326,567645,0,0,26
23332,560271,172568,412,3777
23353,216424,0,0,4
23353,567434,2356895,252,10304
23378,216173,46800,20,1253
23378,304080,0,0,929
23380,205582,444950,67,5078
23380,408789,77555,51,5435
23380,563689,0,0,23
23414,200181,0,0,113
23414,216173,560265,84,2722
23414,402018,2720,1,46
23414,408789,112805,17,1741
23414,502280,0,0,1
23414,567623,1750,1,10
23537,567645,935435,360,2120
23543,101535,0,0,44
23543,101954,0,0,4
23543,201184,0,0,30
23543,205761,10180,3,1824
23543,506539,88646,15,4006
23543,565724,1194,1,13
23582,200181,79200,4,209
23582,216424,376818,27,3718
23582,402018,262526,33,7698
23582,408789,9820,2,871
23582,507843,20815593,3831,49948
23582,510003,0,0,64
23582,551732,0,0,38
23582,551736,0,0,112
23582,560271,29695,20,1760
23582,567538,18108347,2938,56187
23590,110365,5214,3,188
23590,201632,681970,402,17172
23590,502835,329816196,10154,250750
23590,508456,31500,2,360
23590,554973,38000,1,31
23590,560271,177127,150,2572
23590,564895,195040358,4289,302189
23590,566403,826038463,19915,1062550
2363,214099,394545,85,2273
2363,506539,2234326,823,23628
23668,100487,0,0,165
23695,205582,77820,16,1067
23695,205611,0,0,166
23695,216424,13080820,5139,78515
23695,301577,0,0,53
23695,407120,0,0,4
23695,507843,385820,114,1929
23695,510003,0,0,4
23695,551732,40520,6,427
23695,551736,176700,20,631
23695,567538,12070,3,544
23730,200181,27170,10,577
23730,206471,8645,2,260
23730,401131,197238,63,6651
23730,502835,204057,85,5536
23730,551732,0,0,26
23730,551736,0,0,66
23730,558873,23649,5,798
23730,560271,1177,1,124
23735,100181,26000,2,1435
23735,201925,0,0,67
23735,204586,50100,7,4646
23735,205611,0,0,91
23735,212377,0,0,743
23735,402279,0,0,4
23735,509434,78880,51,1603
23735,551180,140030,69,5313
23735,551228,8550,10,344
23735,551736,4050,3,509
23735,558873,10705003,757,63464
23774,201184,80015952,13155,104228
23774,214099,33200,7,350
23774,564647,7269340,2702,41301
23871,205582,521766,129,6122
23871,205611,0,0,1
23871,563689,295906,78,3226
2390,206440,1777675,348,27614
2390,206471,194134,37,3150
2390,408789,159920,42,4605
2390,551180,1798760,460,25119
2390,558846,8353970,1122,59889
2390,558873,6960122,713,78994
23905,100181,275100,7,3523
23905,100487,0,0,191
23905,100992,89788,14,166
23905,101535,2960,2,83
23905,201632,335904,22,15770
23905,201925,0,0,337
23905,205272,36200,1,986
23905,205761,8697,4,140
23905,212377,44800,2,837
23905,214099,23245,13,35
23905,502280,0,0,1065
23905,502835,409360,12,11683
23905,506012,0,0,83
23905,508456,0,0,17
23905,558873,0,0,6
23905,560271,0,0,38
23905,564895,0,0,808
23905,565724,27968,10,137
23905,566061,438612,91,544
23905,567645,101786,26,549
23937,215430,0,0,234
24070,205582,355100,18,1047
24070,205611,505010,26,1695
24070,401534,22000,4,125
24070,551228,26730,1,66
24070,551732,229944,24,868
24070,551736,270578,48,1060
24070,563689,508970,20,920
24080,502835,206734867,16663,663451
24081,110365,49500,69,2425
24081,201632,23400,6,243
24081,205582,0,0,155
24081,205611,4880,1,58
24081,207802,0,0,1
24081,208532,0,0,11
24081,214099,19440,6,296
24081,215913,19020,8,659
24081,301577,65090,6,993
24081,304763,4470,3,171
24081,402279,1080,1,113
24081,407120,7960,2,110
24081,551180,3360,2,639
24081,551228,91180,6,2186
24081,551732,7678,2,69
24081,551736,498,1,66
24081,563689,0,0,69
24081,567538,8940,3,264
24097,110409,0,0,86
24097,201184,0,0,62
24097,201351,2824240,507,18442
24097,207774,0,0,56
24097,214099,69840,11,531
24118,101535,0,0,2
24118,201184,13800,2,543
24118,207802,0,0,27
24118,214099,232420,72,1735
24118,506536,61594,8,642
24118,506539,4300,1,106
24118,563339,87617,22,1125
24118,563342,17600,2,129
24119,201184,0,0,58
24119,205611,13376,5,765
24119,205761,91914,94,2069
24119,207288,10742,6,1881
24119,214099,540,1,30
24119,402279,17916,7,1822
24119,408789,29997,13,1438
24119,502835,279402,157,4708
24119,506539,150944,114,4284
24119,509434,3556338,1811,26393
24119,560271,1879061,891,120246
24124,201632,112800,6,994
24124,216424,128054,25,324
24124,301577,0,0,105
24124,402279,8140,2,87
24124,551732,332780,56,1839
24124,567251,13608,4,49
24200,206440,5506445,468,55631
24200,206471,3117604,284,38907
24228,202502,453576,31,3414
24269,110365,8800,5,328
24269,205611,9707300,4294,130229
24269,207288,1841280,858,48386
24269,401534,7935048,3475,220809
24269,408789,188620,159,13858
24269,502221,5225856,2124,85619
24269,560271,8241416,2789,188237
24293,204934,39500879,1564,100372
24293,204964,25020234,3483,73449
24293,207966,37467212,972,73623
24293,506012,10899656,218,21563
24293,554973,12509864,334,37205
24341,101535,0,0,296
24341,201184,147800,18,2347
24341,201632,728360,31,2356
24341,202502,78450,22,939
24341,205272,2196410,497,29810
24341,205611,29840,20,992
24341,207774,27300,7,341
24341,506536,5250,1,589
24341,506539,12000,4,265
24341,551732,3000,1,86
24341,551736,13750,8,290
24341,563689,0,0,9
24346,401534,0,0,17
24346,551180,0,0,30
24350,567645,52480,25,265
24486,205611,777640,103,4318
24486,509434,29982,9,275
24486,560271,387454062,310513,6635592
24493,200181,154338,38,2485
24493,210413,43824,8,1167
24493,507515,37580,6,158
24493,509434,0,0,50
24493,558873,0,0,59
24493,560271,11100,5,541
24493,564895,0,0,13
24514,100487,36960,6,385
24514,207288,341440,41,2952
2457,205761,74658,6,230
2457,216424,360440,90,4432
2457,551180,749800,205,15168
2457,567645,0,0,5
24587,110365,3625454,1294,58472
24587,402279,0,0,77
24587,408789,7296,3,1352
24587,502835,14873154,2734,154963
24587,509434,8426412,2199,160553
24587,560271,60527551,19384,2408220
24609,304080,31000,2,1392
24664,110365,3000,8,962
24664,201925,1671688,192,16835
24664,208532,417394,165,4629
24664,301577,776572,128,12135
24664,402279,1340938,852,36894
24664,502280,89481,33,1270
24664,502835,50221738,35260,727671
24664,509434,30768,29,1109
24664,560271,107238,95,5990
24664,564895,52136,31,4495
24672,101535,66090,8,339
24672,110409,84500,14,1253
24672,201184,1371790,176,9108
24677,206440,2748663,568,108096
24677,206471,2386560,548,109094
24752,110365,12870,7,651
24752,206440,64240,22,4812
24752,206471,3680,1,812
24752,207288,0,0,1
24752,216158,0,0,117
24752,408789,68940,24,3519
24752,551180,0,0,1
24752,560271,0,0,1
24755,508456,31680,1,626
24755,567538,0,0,1
24766,100181,11085,1,269
24766,100487,0,0,274
24766,101535,0,0,10
24766,101954,0,0,18
24766,110365,0,0,3
24766,200181,12247,4,119
24766,201351,0,0,348
24766,201632,0,0,54
24766,201925,18480,1,307
24766,204586,0,0,295
24766,204964,0,0,19
24766,205582,0,0,184
24766,205611,0,0,116
24766,205761,0,0,4
24766,206363,0,0,5
24766,207288,0,0,104
24766,207774,0,0,1
24766,208532,0,0,7
24766,212377,0,0,37
24766,214099,0,0,10
24766,215430,58480,2,585
24766,215913,0,0,5
24766,216173,5910,1,34
24766,301577,0,0,9
24766,401534,0,0,86
24766,402018,0,0,43
24766,402279,0,0,13
24766,501098,0,0,350
24766,502221,0,0,109
24766,502280,0,0,1
24766,502835,536012,296,5361
24766,506536,0,0,59
24766,507515,0,0,8
24766,508456,329164,125,7931
24766,509434,5202,5,212
24766,551180,7027,1,311
24766,551228,89785,10,2028
24766,551736,0,0,7
24766,555003,717170,388,4270
24766,560271,0,0,530
24766,563689,0,0,134
24766,564647,0,0,4
24766,565724,80973,55,3213
24766,567554,0,0,1
24867,205582,18362757,823,52555
24867,205611,40924176,2181,85995
24867,401534,0,0,6
24867,551228,394540,17,5035
24867,551732,4323368,668,33406
24867,551736,4979536,1183,49457
24867,563689,28363541,1082,59224
24931,100487,640462,76,15353
24931,110365,4860,1,288
24931,206440,22550,2,252
24931,206471,0,0,167
24931,207288,938704,160,11078
24931,216424,11000,2,81
24931,551736,0,0,129
24931,560271,729289,27,4247
24974,100992,0,0,32
24974,201184,427200,80,536
24974,214099,1515025,1395,7840
24974,214781,2454215,607,1845
24974,564647,1169908,256,3209
24974,567623,753,1,7
2500,205611,0,0,126
2500,551228,6490,1,1071
25000,207288,0,0,30
25016,206440,31500,12,363
25016,304080,4900,1,59
25016,408789,0,0,12
25016,502221,14900,2,141
25016,551180,1066730,137,13151
25016,558846,1393920,165,11962
25016,558873,113540,11,1659
25143,200181,2046549,405,5772
25143,216173,428575,349,5026
25271,205272,0,0,109
25329,100992,27000,3,312
25329,101020,61822,10,451
25329,201351,445446,47,2788
25329,205761,3299150,588,12044
25329,214099,1057048,376,3875
25329,214781,742100,110,952
25329,216424,773252,116,3946
25329,407120,464317,71,2270
25329,510003,44000,15,865
25329,551732,0,0,499
25329,551736,29700,12,1046
25329,565724,4000,1,39
25329,567251,496100,98,2493
25329,567623,40833,9,160
25329,567645,0,0,136
2540,101535,166320,20,1202
2540,110409,566680,276,3835
2540,201184,64920,9,444
2540,201351,2336120,493,8415
2540,207774,133130,30,1170
2540,207802,0,0,38
2540,506536,56592,14,2116
2540,566647,4780,2,161
25445,205272,14700,3,176
2550,100487,0,0,10
2550,100992,0,0,6
2550,110365,0,0,43
2550,200181,0,0,92
2550,201351,0,0,69
2550,201632,0,0,287
2550,204934,0,0,45
2550,205582,0,0,40
2550,205611,0,0,184
2550,205761,3842,1,115
2550,206440,0,0,14
2550,207288,0,0,90
2550,207774,0,0,10
2550,207966,0,0,87
2550,212377,0,0,1
2550,214099,0,0,206
2550,214781,0,0,16
2550,215913,0,0,180
2550,216173,0,0,936
2550,216424,310626,18,1508
2550,301577,0,0,111
2550,401534,0,0,7
2550,402279,0,0,26
2550,407120,0,0,21
2550,408789,0,0,22
2550,501098,0,0,421
2550,502221,0,0,18
2550,502280,0,0,4
2550,502835,0,0,62
2550,506536,18295,3,697
2550,506539,0,0,136
2550,508456,2420,1,198
2550,509434,2341,1,46
2550,510003,0,0,5
2550,551228,0,0,623
2550,551732,60000,4,527
2550,551736,134400,26,1334
2550,555421,0,0,2
2550,558873,0,0,12
2550,560271,0,0,63
2550,563689,0,0,87
2550,566647,5380,1,192
2550,567251,55098,13,1564
2550,567554,4830,2,665
2550,567645,112800,17,975
25561,402279,7800,1,205
25561,408789,4500,1,388
25561,551180,26500,9,978
25561,563339,206054,28,864
25561,563342,562694,46,2166
25701,101535,333660,39,1641
25701,110409,73120,14,789
25701,207774,666580,97,5069
25701,210413,0,0,112
25701,214099,0,0,139
25701,216424,0,0,6
25710,201632,291870,203,13672
25710,401131,1354530,805,30769
25710,408789,385700,111,7117
25821,100487,23500,1,199
25854,110409,0,0,72
25854,207774,50410,9,1392
25875,100992,12000,2,274
25875,201486,48000,7,644
25875,216424,21284,7,339
25875,567251,12920,4,230
25914,205582,326700,20,1079
25914,214781,610632,55,1536
25914,216173,163820,140,3501
25914,216424,57740,11,528
25914,551228,5480,1,1708
26103,206363,4170,10,173
26107,205611,1365613,95,6167
26107,551228,175450,11,1170
26167,207288,5120,4,124
26167,408789,236479,122,4010
26167,560271,2500,1,40
26192,201925,13970,1,36
26198,201925,6764203,1809,113831
26198,212377,0,0,114
26198,215430,0,0,36
26198,215913,5000,1,79
26198,301577,0,0,7
26198,401534,0,0,54
26198,402279,7711,3,142
26198,551228,0,0,20
26198,560271,7000,1,100
26217,202502,4840,1,161
2625,201925,99570,6,2746
2625,206440,6380,1,41
2625,216173,83070,42,1994
2625,402279,12320,4,805
2625,408789,52296,13,1447
2625,551180,110440,22,1520
2625,551732,152360,30,2598
2625,560271,1958,1,210
26308,206440,0,0,57
26308,206471,0,0,37
26308,508599,39400,5,295
26308,551180,0,0,188
26308,558846,0,0,147
26308,558873,0,0,98
26330,216158,2709,1,39
26330,304080,656584,116,4557
26358,110365,10800,2,351
26358,206440,24120,5,1136
26358,206471,8800,2,8259
26358,207288,19852,13,557
26358,408789,36300,10,1834
26358,551180,101632,31,12495
26358,558846,24750,7,3364
26358,558873,17920,2,6825
26358,560271,103871,40,15662
26451,100992,1028991,123,1106
26451,201351,175705,15,2125
26451,201632,6300,3,843
26451,205582,445208,75,6320
26451,205611,154474,19,3610
26451,205761,286740,48,1747
26451,208532,154450,17,1848
26451,216173,0,0,228
26451,216424,223110,37,1691
26451,304763,33220,23,520
26451,506536,91207,40,3484
26451,506539,37400,10,677
26451,507843,1928172,465,10829
26451,508456,16188942,1660,63462
26451,509417,1527454,205,34578
26451,510003,808320,232,7697
26451,551732,4500,1,252
26451,551736,110560,28,2550
26451,563689,0,0,499
26451,567538,75500,22,1976
26451,567645,3153515,414,8274
26546,201632,0,0,26
26546,407120,36300,3,174
26549,101954,45300,74,4203
26549,205582,75600,14,1226
26549,207288,15985579,11863,436760
26549,216173,85280441,49459,768618
26549,408789,828590,238,34369
26549,502280,3842280,669,56202
26549,560271,39490,33,917
26556,402279,5960,3,326
26556,407120,2110,1,198
26556,502221,42220,9,510
26556,502280,0,0,78
26556,502835,3240,1,75
26730,207288,11000,7,981
26775,100487,0,0,32
26775,205582,186000,60,1763
26775,205611,6360,2,779
26775,206440,35100,8,3440
26775,206471,3579,1,584
26775,216158,0,0,14
26775,216424,8160,5,132
26775,401131,23364,13,1195
26775,408789,0,0,3
26775,502221,0,0,17
26775,502280,0,0,37
26775,502835,0,0,123
26775,558846,30800,8,561
26775,560271,33799,28,2489
26876,509417,11632220,647,81039
26881,100181,236800,16,648
26881,101954,2470,7,20
26881,205272,1994432,638,24963
26881,205582,148890,11,354
26881,205761,1420870,289,3515
26881,206440,109670,12,415
26881,215913,0,0,4
26881,216173,249040,121,810
26881,402018,266640,36,1406
26881,402279,821260,138,3126
26881,502835,0,0,14
26881,508456,13824066,4335,24810
26881,509417,2697238,410,14776
26881,551732,107800,21,459
26881,551736,120120,30,720
26922,101020,2980,1,64
26922,214781,2100,1,26
26922,216173,2199107,984,21286
26922,216424,246005,72,7025
26922,407120,0,0,35
26922,510003,5600,2,113
26922,567623,8400,4,135
26922,567645,0,0,14
26968,207288,5840,6,414
26968,402279,0,0,10
26968,560271,550,1,26
26971,201351,5980,1,84
26971,201632,422640,143,2526
26971,205272,0,0,41
26971,205761,73080,23,557
26971,407120,8880,3,131
2698,507843,39060,17,825
26996,201632,0,0,27
26996,216173,0,0,17
26996,401131,0,0,31
26996,401534,0,0,6
26996,551732,252340,128,2028
26996,551736,11840,10,133
27037,207288,14000,8,158
27037,301577,0,0,4
27037,402279,610375,531,15847
27037,408789,2079165,282,29181
27037,502280,1192395,164,15234
27037,560271,0,0,1
2704,200181,0,0,32
2704,204934,59587,5,2347
2704,204964,13800,3,238
2704,205611,0,0,1
2704,206363,0,0,6
2704,207966,0,0,58
2704,216173,0,0,79
2704,301577,0,0,44
2704,408789,0,0,154
2704,502221,159800,7,1130
2704,502280,25000,2,291
2704,506012,0,0,24
2704,558846,10000,1,208
2704,558873,0,0,243
2704,563689,0,0,24
27089,201184,721400,112,2561
27123,301577,248300,18,7721
27123,507515,46022155,6606,203933
27239,216424,622740,57,1783
27252,207288,0,0,107
27252,560271,0,0,23
27298,214781,12852,4,97
27298,567645,49403334,28779,207686
27316,201925,4780,1,609
27316,205582,76069,28,1397
27316,205611,50428,11,936
27316,402279,0,0,54
27316,551228,127937,30,2326
27316,551732,92300,14,431
27316,563689,1244233,186,9789
27370,100487,4987,1,1226
27370,110365,1000,1,60
27370,201632,4040,3,270
27370,206440,22251,8,2526
27370,206471,100085,37,10068
27370,207288,17392,13,3287
27370,216158,59037,28,1138
27370,216173,1072,1,67
27370,408789,0,0,38
27370,502221,0,0,101
27370,502280,0,0,11
27370,551228,334385,201,11216
27370,551736,29681,13,855
27370,560271,0,0,55
27370,563689,0,0,19
27384,100487,0,0,1
27384,101954,0,0,40
27384,206440,11562401,1050,303295
27384,206471,14365657,1458,343535
27384,558846,8235,2,1079
27434,100487,472090,14,7412
27492,206363,27590,14,1638
27492,207288,0,0,2
27492,216173,0,0,2
27492,551180,21951,13,780
27492,558873,19800,1,33
27548,101384,326365000,5496,127791
27548,101535,1780000,71,4431
27548,101954,9644000,82,5402
27548,201184,6205000,314,11208
27548,201351,0,0,43
27548,202502,56000,2,304
27548,204964,48000,4,1213
27548,205761,22000,2,84
27548,214099,7985000,575,13629
27548,214104,1100000,90,1488
27548,401131,3342000,110,6623
27548,501098,4648000,390,12052
27548,506012,113889000,972,52957
27548,506539,1916000,181,6150
27548,551180,18000,1,868
27548,554973,145758000,1438,47252
27548,563339,276000,21,594
27548,563342,456000,43,965
27548,563689,513000,10,753
27548,564647,884000,78,2066
27548,566647,757000,62,2698
27548,567538,26000,1,373
27548,567645,80000,8,238
27594,216424,24750,4,220
27594,506539,6609,2,1374
27594,508456,112663,24,2625
27711,110365,134710,64,4509
27711,502835,35950,25,1795
27711,560271,41399132,32196,766321
27711,564895,4000,4,257
2784,101954,0,1,5
2784,206440,0,0,149
2784,207288,11700,2,559
2784,408789,2490,4,1435
2784,551180,775049,230,12810
2784,558846,184400,7,2982
2784,558873,4050,1,305
2784,560271,400,1,162
27841,408789,9720,1,2309
27841,502280,0,0,454
27841,551180,69913775,14982,753557
27841,558846,10938131,1444,128841
27841,558873,48069951,2245,652968
27848,201632,934280,565,18123
27853,200181,25848,21,806
27853,201632,0,0,17
27853,205272,0,0,3
27853,206361,3980,1,265
27853,206363,0,0,24
27853,206440,92120,21,1433
27853,301577,34554,2,2511
27853,304080,0,0,32
27853,502280,47940,6,821
27853,551228,5260980,792,138146
27853,551732,7960,2,64
27853,558873,0,0,33
27853,560271,28889,32,746
27903,200181,59400,15,2197
27903,201925,240292,67,12215
27903,204964,0,0,70
27903,206440,0,0,151
27903,216173,1700,1,178
27903,301577,0,0,151
27903,401131,38999,4,305
27903,402279,377961,156,13129
27903,408789,9000,2,253
27903,551180,169667,47,3737
27903,558873,424950,24,6305
27925,200181,678400,8,1734
27925,551180,4503070,1140,34559
27925,551732,12900,2,50
27925,558846,133180,12,1881
27925,558873,144400,11,3503
27962,101954,0,0,3
27962,110435,0,0,20
27962,201351,29640773,8173,27159
27962,207774,0,0,2
27962,207802,33148,2,281
27962,214099,567095,269,1855
27962,214104,0,0,18
27962,506536,3723953,1366,7635
27962,563342,32328,3,35
27962,567251,120432,15,392
27962,567665,56256382,5412,116345
27967,206440,2425300,759,87066
27967,206471,16252032,5225,732654
27969,201925,121080,47,5303
27969,215913,179550,71,3100
27969,408789,18050,15,1684
27985,567623,89599169,20459,356607
28054,100487,740,1,112
28054,408789,66800,10,2293
28054,502221,0,0,674
28054,502280,404440,29,6902
28054,558873,19980,1,218
28054,560271,14900,5,176
28164,110365,0,0,122
28164,201632,26290,9,412
28164,205582,0,0,51
28164,207288,0,0,10
28228,110365,53080,39,2336
28228,200181,136026,107,2807
28228,201632,86640,37,1080
28228,205582,2867,1,60
28228,208532,32582,17,804
28228,216173,12089349,9926,119367
28228,401131,2016753,1224,46282
28228,502835,33337258,15113,588032
28228,508456,31840,8,475
28228,509434,785330,854,9974
28228,560271,7580214,9802,238619
28228,564895,3681710,1391,61144
28239,101535,257093000,7387,88361
28239,101954,11000,11,158
28239,110409,980218000,70131,555269
28239,201184,0,0,5
28239,205611,0,0,205
28239,207774,1921416500,125603,1110309
28239,207802,3320000,245,10128
28239,214099,60000,6,100
28239,214104,876000,58,1913
28239,506536,103000,9,700
28239,551228,480000,2,291
28239,558873,90000,1,541
28239,566647,0,0,7
28285,100487,8694917,5883,269480
28285,207288,158929,59,1848
28285,216173,16746,12,484
