date,shop,genre,sales,units,orders,page_views,visitors,carts,reviews_posted,avg_rating,review_count
2020-03-10,147,206361,65180,6,6,229,221,21726,0,4.08,484
2020-03-10,147,206363,668400,105,105,1233,1075,56370,1,4.3,328
2020-03-10,147,206440,0,0,0,1,1,0,0,4.0,1
2020-03-10,147,206471,0,0,0,9,6,0,0,,0
2020-03-10,147,304080,6600,1,1,30,30,6600,0,,0
2020-03-10,147,502221,0,0,0,24,23,0,0,,0
2020-03-10,147,558846,6490,2,2,41,41,6490,0,4.2,5
2020-03-10,147,558873,0,0,0,12,12,0,0,,0
2020-03-10,525,506536,0,0,0,2,2,0,0,4.4,15
2020-03-10,525,563339,588378,151,148,1741,1614,383716,0,4.2,251
2020-03-10,525,563342,395176,100,100,815,735,118863,0,4.38,2214
2020-03-10,525,567662,671840,87,87,550,480,108880,0,4.44,531
2020-03-10,525,567664,1152580,175,175,1082,928,86535,2,4.58,2906
2020-03-10,1050,201632,2036,1,1,2,2,2036,0,5.0,1
2020-03-10,1050,214099,0,0,0,13,12,0,0,4.34,70
2020-03-10,1050,402279,0,0,0,17,16,0,0,3.9,82
2020-03-10,1050,506539,11982724,5164,5164,21305,18671,193033,20,4.68,80510
2020-03-10,1918,101535,62562,12,12,198,179,33160,0,4.66,1738
2020-03-10,1918,207774,0,0,0,77,73,0,0,4.53,148
2020-03-10,2625,201925,0,0,0,6,6,0,0,,0
2020-03-10,3032,205761,0,0,0,45,41,0,0,4.62,37
2020-03-10,3255,401534,0,0,0,3,2,0,0,,0
2020-03-10,3255,402279,2000,1,1,34,32,2000,0,,0
2020-03-10,3759,565724,97082,21,0,0,0,0,0,,0
2020-03-10,3915,201184,3450,3,3,16,15,1150,0,,0
2020-03-10,3915,214099,0,0,0,1,1,0,0,5.0,1
2020-03-10,3915,506536,0,0,0,1,1,0,0,4.5,2
2020-03-10,3915,567645,19410,8,8,44,39,15870,0,4.4,668
2020-03-10,4493,100487,0,0,0,2,2,0,0,,0
2020-03-10,4493,207288,9907,14,14,354,326,3461,0,3.72,248
2020-03-10,4493,216173,2720,3,3,17,17,906,0,4.07,58
2020-03-10,4493,408789,16353,9,9,143,134,1817,0,4.44,36
2020-03-10,4493,502280,0,0,0,13,13,0,0,4.0,1
2020-03-10,5567,205761,0,0,0,1,1,0,0,4.5,16
2020-03-10,5567,510003,0,0,0,21,20,0,0,4.8,5
2020-03-10,5598,201184,0,0,0,1,1,0,0,4.0,1
2020-03-10,5829,206361,0,0,0,6,6,0,0,,0
