date,shop,genre,sales,units,orders,page_views,visitors,carts,reviews_posted,avg_rating,review_count
2019-09-06,147,206361,28920,8,8,453,445,9240,0,4.08,482
2019-09-06,147,206363,264368,51,51,1792,1695,41939,2,4.27,310
2019-09-06,147,206440,0,0,0,2,2,0,0,,0
2019-09-06,147,206471,0,0,0,6,5,0,0,,0
2019-09-06,147,301577,0,0,0,9,9,0,0,,0
2019-09-06,147,304080,6480,1,1,43,42,6480,0,,0
2019-09-06,147,502221,0,0,0,2,2,0,0,,0
2019-09-06,147,558846,7306,2,2,54,51,7306,0,4.2,5
2019-09-06,147,558873,0,0,0,3,3,0,0,,0
2019-09-06,525,563339,166780,22,22,440,418,129310,0,4.23,171
2019-09-06,525,563342,47110,11,11,205,196,21190,0,4.38,889
2019-09-06,525,567662,347680,44,44,520,492,92640,0,4.42,509
2019-09-06,525,567664,648724,93,93,837,749,110872,1,4.58,2843
2019-09-06,1050,214099,0,0,0,5,5,0,0,4.34,70
2019-09-06,1050,402279,0,0,0,6,6,0,0,3.91,81
2019-09-06,1050,506539,1519404,633,633,5474,5062,129614,4,4.68,77676
2019-09-06,1918,101535,0,0,0,97,92,0,0,4.69,622
2019-09-06,1918,207774,4612,1,1,844,777,4612,0,4.5,111
2019-09-06,2625,201925,0,0,0,6,6,0,0,,0
2019-09-06,2625,408789,0,0,0,1,1,0,0,,0
2019-09-06,2625,560271,0,0,0,1,1,0,0,,0
2019-09-06,2698,507843,1944,1,1,18,18,1944,0,3.33,3
2019-09-06,3032,205761,1700,1,1,18,15,1700,0,4.67,34
2019-09-06,3244,551228,13436,2,2,303,283,13436,0,4.34,292
2019-09-06,3255,401534,0,0,0,2,2,0,0,,0
2019-09-06,3255,408789,0,0,0,2,2,0,0,,0
2019-09-06,3759,565724,11796,3,0,0,0,0,0,,0
2019-09-06,3915,566061,0,0,0,1,1,0,0,,0
2019-09-06,3915,567645,0,0,0,23,21,0,1,4.37,565
2019-09-06,4493,100487,0,0,0,4,3,0,0,,0
2019-09-06,4493,207288,6163,6,6,290,270,4144,0,3.71,239
2019-09-06,4493,216173,1360,2,2,25,25,1360,0,4.09,55
2019-09-06,4493,408789,3700,2,2,108,102,1850,0,4.61,23
2019-09-06,5567,205761,0,0,0,1,1,0,0,4.5,16
2019-09-06,5567,510003,0,0,0,6,6,0,0,4.38,8
2019-09-06,5829,206361,0,0,0,3,2,0,0,,0
